id,product_uid,missing_query_terms,query_root_in_desc,query_compound_in_desc,query_other_in_desc,total_query_root,total_query_compound,total_query_other,query_root_also_root_in_desc
15596,102743,[],1,0,0,1,0,0,0
15601,102743,[],1,1,0,1,1,0,0
15606,102744,"['r', '30']",1,0,0,1,0,2,0
15607,102744,"['rf', '30', 'e']",0,1,0,1,1,2,0
15609,102746,"['construction', 'tape']",0,0,0,1,1,0,0
15610,102746,['cement'],0,1,0,1,1,0,0
15611,102746,['cement'],0,1,0,1,1,0,0
15619,102747,['coventry'],0,0,0,1,0,0,0
15620,102747,['exterior'],0,0,1,1,0,1,0
15627,102747,"['system', '28915']",0,0,0,1,0,1,0
15629,102748,[],1,0,0,1,0,0,0
15630,102748,"['hickory', 'side']",0,1,0,1,1,1,0
15636,102750,[],1,1,1,1,1,1,0
15637,102751,"['bath', 'si', 'k']",1,0,0,1,3,0,0
15639,102751,['arched'],1,0,0,1,0,1,0
15646,102751,"['sliding', 'bathroom']",1,2,0,1,3,1,0
15648,102751,['channe'],0,2,0,1,2,0,0
15649,102751,['support'],0,3,0,1,3,0,0
15650,102751,"['zacatecas', 'chest']",0,1,0,1,2,0,0
15654,102754,[],1,0,0,1,0,0,0
15656,102755,[],1,0,1,1,0,1,0
15663,102757,[],1,0,0,1,0,0,0
15664,102757,[],1,0,0,1,0,0,0
15667,102758,['carpets'],0,1,0,1,1,0,0
15676,102760,"['shop', 'vac']",0,0,0,1,1,0,0
15679,102760,"['shop', 'vac', 'attachments']",0,0,0,1,2,0,0
15680,102760,['shopac'],0,0,0,1,0,0,0
15681,102760,['vac'],0,0,3,1,0,3,0
15682,102760,[],1,1,1,1,1,1,0
15690,102762,"['8x10', 'outside']",0,0,1,1,0,2,0
15691,102762,"['any', 'sales']",0,0,3,1,0,4,0
15692,102762,['garden'],1,0,3,1,0,4,0
15696,102762,['princeton'],1,0,0,1,0,1,0
15703,102762,[],1,0,4,1,0,5,0
15705,102762,[],1,0,1,1,0,1,0
15707,102762,['wood'],1,0,0,1,0,1,0
15711,102763,[],1,1,1,1,1,1,0
15712,102763,['doorbell'],0,0,0,1,0,0,0
15714,102764,"['bagged', 'cinder']",0,0,1,1,1,1,0
15716,102764,['ceder'],1,0,0,1,1,0,0
15717,102764,[],1,1,0,1,1,0,0
15718,102764,['ground'],1,0,0,1,1,0,0
15720,102764,['straw'],0,1,0,1,1,0,0
15722,102764,['cypress'],1,0,1,1,1,1,0
15724,102764,"['vanity', 'tops', 'on', 'sale']",0,0,1,1,0,4,0
15726,102765,['stopper'],0,1,0,1,1,0,0
15728,102765,['stopwa'],0,2,0,1,2,0,0
15734,102767,[],1,0,0,1,0,0,0
15736,102768,[],1,0,1,1,0,1,0
15738,102768,[],1,2,0,1,2,0,0
15741,102769,[],1,0,1,1,0,1,0
15748,102774,[],1,2,1,1,2,1,0
15750,102774,"['acrylic', 'table']",1,0,1,1,1,2,0
15755,102775,[],1,1,0,1,1,0,0
15756,102775,[],1,1,0,1,1,0,0
15762,102776,"['pull', 'down']",0,0,1,1,0,2,0
15763,102776,['sink'],0,1,3,1,1,3,0
15764,102776,[],1,2,0,1,2,0,0
15769,102779,['bullnose'],1,0,0,1,1,0,0
15770,102779,[],1,2,2,1,2,2,0
15771,102779,"['strips', 'nose']",0,2,1,1,2,2,0
15774,102780,"['sliding', 'closet']",1,0,1,1,1,2,0
15775,102780,"['sliding', 'closet']",1,0,0,1,1,1,0
15776,102781,"['hand', 'cutting']",1,0,1,1,1,2,0
15777,102781,"['max', 'attatchmens']",0,1,0,1,2,0,0
15778,102781,['wrachet'],1,0,0,1,1,0,0
15792,102782,[],1,0,1,1,0,1,0
15797,102782,[],1,1,0,1,1,0,0
15798,102782,['remote'],1,0,1,1,0,2,0
15809,102783,['ice'],0,1,0,1,1,0,0
15819,102785,[],1,0,3,1,0,3,0
15823,102785,[],1,0,1,1,0,1,0
15827,102787,[],1,0,0,1,0,0,0
15828,102788,[],1,0,0,1,0,0,0
15829,102788,['doggie'],1,0,0,1,1,0,0
15831,102788,"['rigid', 'k400', 'autofeeder']",0,0,1,1,0,3,0
15832,102789,['25'],1,0,2,1,0,3,0
15833,102789,"['down', 'draft']",0,0,0,1,0,1,0
15835,102789,"['downdraft', 'electric']",1,0,1,1,0,3,0
15839,102789,['electric'],1,1,1,1,2,1,0
15841,102789,[],1,1,0,1,1,0,0
15849,102790,[],1,0,0,1,0,0,0
15850,102790,['room'],1,1,0,1,1,1,0
15855,102791,"['electric', 'buffer']",0,0,0,1,0,1,0
15858,102792,"['waterroo', 'concrete']",0,0,1,1,0,2,0
15859,102793,[],1,2,0,1,2,0,0
15867,102795,[],1,1,0,1,1,0,0
15868,102795,[],1,2,0,1,2,0,0
15870,102795,[],1,1,0,1,1,0,0
15871,102796,[],2,1,0,2,1,0,1
15872,102797,[],1,1,0,1,1,0,0
15874,102797,[],1,2,0,1,2,0,0
15877,102797,['sun'],1,1,0,1,2,0,0
15884,102798,['burner'],0,2,2,1,2,2,0
15885,102798,[],1,1,2,1,1,2,0
15887,102798,['plug'],0,2,0,1,2,0,0
15888,102798,[],1,1,0,1,1,0,0
15889,102799,['mist'],1,0,2,1,0,3,0
15890,102799,[],1,0,0,1,0,0,0
15893,102799,[],1,1,0,1,1,0,0
15897,102800,['seat'],0,1,4,1,1,4,0
15899,102800,[],1,0,2,1,0,2,0
15903,102801,['crack'],1,0,0,1,1,0,0
15904,102801,['resurfacer'],0,1,0,1,1,0,0
15907,102802,['led'],0,0,2,1,0,2,0
15908,102802,[],1,1,1,1,1,1,0
15909,102802,['led'],0,2,2,1,2,2,0
15911,102802,[],1,2,0,1,2,0,0
15912,102803,['spins'],1,1,2,1,1,3,0
15919,102805,[],1,0,3,1,0,3,0
15928,102807,"['72', 'deer']",1,1,0,1,2,1,0
15932,102807,['post'],0,0,0,1,0,0,0
15936,102808,['2x8x20'],1,0,1,1,0,2,0
15938,102808,['5x5'],1,0,0,1,0,1,0
15941,102808,['6x8'],1,0,1,1,0,2,0
15942,102808,['8x8'],0,0,0,1,0,0,0
15943,102808,['8x8'],1,0,0,1,0,1,0
15946,102808,[],1,0,0,1,0,0,0
15949,102808,['round2x2'],1,0,1,1,0,2,1
15950,102808,[],1,1,2,1,1,2,0
15951,102809,"['8', '4616809045', '9']",0,0,0,1,0,2,0
15952,102809,[],1,1,0,1,1,0,0
15970,102815,['mast5er'],0,0,1,1,0,1,0
15971,102816,['freestanding'],0,0,2,1,0,3,0
15976,102816,['seal'],1,1,1,1,1,2,0
15977,102816,['inserts'],0,0,0,1,0,0,0
15979,102816,['plastic'],1,1,0,1,2,0,0
15981,102816,"['&', 'tile', 'spray', 'refinishing', 'kit']",1,0,1,1,0,6,0
15984,102816,[],1,1,0,1,1,0,0
15986,102817,[],1,2,1,1,2,1,0
15999,102820,['over'],1,0,1,1,0,2,0
16006,102821,['allure'],0,2,0,1,2,0,0
16010,102822,['faucet'],1,0,2,1,0,3,0
16013,102823,['paddle'],1,2,0,1,3,0,0
16023,102825,['light'],1,0,1,1,0,2,0
16025,102826,[],1,0,0,1,0,0,0
16026,102827,[],1,1,0,1,1,0,0
16039,102829,[],1,1,0,1,1,0,0
16043,102829,"['solid', 'retrofit']",1,2,0,1,3,1,0
16046,102830,[],1,1,1,1,1,1,0
16049,102831,[],1,0,1,1,0,1,0
16053,102831,['gravel'],1,0,0,1,0,1,0
16058,102832,[],1,1,0,1,1,0,0
16059,102832,[],1,0,0,1,0,0,0
16060,102832,[],1,1,0,1,1,0,0
16065,102835,"['4', 'ftawning']",1,0,0,1,0,2,0
16067,102835,[],1,0,0,1,0,0,0
16068,102836,"['.', 'stain']",0,1,1,2,1,1,0
16071,102836,['editing'],0,1,1,1,1,1,0
16073,102836,[],1,1,1,1,1,1,0
16078,102836,[],1,1,1,1,1,1,0
16080,102836,['latex'],1,2,0,1,3,0,0
16082,102836,[],1,0,2,1,0,2,0
16085,102837,[],1,1,0,1,1,0,0
16089,102839,"['4', 'cement', 'base']",0,0,2,1,1,3,0
16090,102839,[],0,0,0,0,0,0,0
16091,102840,['bullnose'],1,0,0,1,1,0,0
16094,102841,"['door', 'bell']",0,0,0,1,1,0,0
16095,102841,"['door', 'switch']",0,0,0,1,0,1,0
16097,102842,[],1,0,0,1,0,0,0
16099,102843,['head'],1,2,0,1,3,0,0
16107,102846,[],1,0,0,1,0,0,0
16108,102847,"['heat', 'shrink', 'tubing']",0,0,0,1,2,0,0
16112,102848,[],1,0,2,1,0,2,0
16113,102848,['craft'],0,1,2,1,1,2,0
16115,102848,['lawnmowers'],0,0,0,1,0,0,0
16119,102848,"['inch', 'self', 'propelled']",1,0,2,1,0,5,0
16128,102850,['coupler'],1,1,0,1,2,0,0
16135,102851,[],1,1,1,1,1,1,0
16136,102851,['vynal'],1,0,0,1,0,1,0
16139,102852,['sliding'],0,2,1,1,2,2,0
16146,102854,[],1,0,0,1,0,0,0
16149,102854,"['lawn', 'tractor']",0,0,0,1,1,0,0
16151,102855,['exhaust'],1,0,1,1,1,1,0
16157,102855,['bathroom'],1,0,0,1,0,1,0
16160,102855,['exhaust'],1,1,0,1,2,0,0
16161,102855,['bathroom'],1,0,1,1,1,1,0
16164,102856,"['sink', 'faucet']",0,1,2,1,1,3,0
16165,102856,[],1,1,0,1,1,0,0
16173,102858,[],1,1,1,1,1,1,0
16175,102858,['tub/shower'],1,0,1,1,0,2,1
16177,102858,['32'],1,1,4,1,1,5,0
16185,102859,"['moving', 'trollie']",0,0,0,1,0,1,0
16188,102859,['shoipping'],1,0,0,1,0,1,0
16190,102860,"['buffer', 'polishewr']",0,0,0,1,1,0,0
16191,102860,['buffers'],0,1,0,1,1,0,0
16192,102860,"['electric', 'buffer']",0,0,0,1,0,1,0
16193,102861,"['base', 'gravel', 'scope']",0,0,0,1,2,0,0
16202,102862,[],1,1,0,1,1,0,0
16203,102862,[],1,2,0,1,2,0,0
16206,102863,[],1,1,0,1,1,0,0
16208,102864,"['l', 'bracket']",0,0,0,1,1,0,0
16212,102866,[],1,2,0,1,2,0,0
16213,102867,['portable'],0,1,1,1,1,1,0
16217,102868,['shoplight'],0,0,0,1,0,0,0
16218,102869,['ashburn'],1,0,2,1,1,2,0
16222,102870,['seed'],0,1,0,1,1,0,0
16223,102870,[],1,0,0,1,0,0,0
16224,102871,['canvas'],1,1,0,1,2,0,0
16226,102871,['dcanvas'],1,1,0,1,2,0,0
16228,102872,['35'],1,2,0,1,2,1,0
16231,102872,"['250', 'pound']",1,0,0,1,1,1,0
16233,102873,[],1,1,0,1,1,0,0
16236,102874,['exterior'],1,2,1,1,2,2,0
16240,102874,[],1,1,0,1,1,0,0
16243,102874,[],1,2,0,1,2,0,0
16245,102876,[],1,1,0,1,1,0,0
16248,102877,[],1,0,3,1,0,3,0
16252,102877,"['vinyl', 'peel', 'stick']",0,1,1,1,2,2,0
16253,102877,"['vynik', 'peel', 'stick']",0,0,1,1,1,3,0
16259,102880,['9x12'],1,1,0,1,1,1,0
16260,102880,"['florent', 'madylin', 'ivory']",1,0,0,1,3,0,0
16261,102880,[],0,0,0,0,0,0,0
16263,102881,[],1,1,0,1,1,0,0
16264,102881,[],1,0,1,1,0,1,0
16265,102881,[],1,1,0,1,1,0,0
16266,102881,['pruning'],1,0,0,1,0,1,0
16268,102882,['bracket'],0,2,1,1,2,1,0
16269,102882,['amco'],0,0,2,1,0,2,0
16275,102882,[],0,0,0,0,0,0,0
16278,102882,"['schulte', 'shelving']",0,1,0,1,2,0,0
16280,102882,['metal'],0,1,0,1,1,0,0
16284,102883,[],1,1,1,1,1,1,0
16286,102883,"['ha,,er']",1,0,0,1,1,0,0
16287,102883,[],1,0,0,1,0,0,0
16290,102885,['belgium'],1,1,0,1,2,0,0
16294,102885,['stone'],0,0,0,1,0,0,0
16299,102886,['backsplash'],0,1,0,1,1,0,0
16302,102887,[],1,0,0,1,0,0,0
16303,102888,[],1,0,1,1,0,1,0
16307,102889,[],1,1,2,1,1,2,0
16312,102889,['lockset'],0,0,0,1,0,0,0
16313,102890,['stock'],1,0,2,1,1,2,0
16315,102890,['prices'],0,2,0,1,2,0,0
16316,102890,['mi'],1,0,1,1,0,2,0
16318,102891,"['microwave', 'compact']",0,0,0,1,1,0,0
16328,102891,['dryer'],1,0,1,1,0,2,1
16332,102891,['platform'],0,0,2,1,0,2,0
16339,102891,"['dryer', 'bundle']",0,1,0,1,2,0,0
16340,102891,['dryer'],1,1,0,1,1,1,0
16342,102891,[],1,0,2,1,0,2,0
16345,102892,[],1,0,0,1,0,0,0
16346,102892,['pack'],0,1,0,1,1,0,0
16348,102892,['stanley'],1,0,1,1,0,2,0
16352,102893,[],1,0,1,1,0,1,0
16353,102893,['led'],0,0,2,1,0,2,0
16356,102893,['4ft'],1,0,0,1,1,0,0
16358,102893,['8'],1,0,0,1,0,1,0
16360,102893,"['cree', 'led', '32w']",0,0,1,1,0,3,0
16361,102893,['econo'],1,1,0,1,2,0,0
16363,102893,['holder'],0,2,0,1,2,0,0
16364,102893,[],1,1,1,1,1,1,0
16365,102893,[],1,1,0,1,1,0,0
16366,102893,['tubes'],1,0,1,1,0,2,0
16367,102893,[],1,2,0,1,2,0,0
16373,102893,['fictures'],0,1,0,1,1,0,0
16374,102893,['led'],0,0,2,1,0,2,0
16375,102893,['led'],0,1,1,1,1,1,0
16376,102893,['t'],1,0,1,1,0,2,0
16381,102893,"['t5', 'strip', ""36'""]",0,1,1,1,2,2,0
16382,102893,"['2', 'troffers']",0,1,2,1,1,5,0
16384,102893,['bulbsu-bent'],0,1,1,1,1,1,0
16386,102893,[],1,0,1,1,0,1,0
16387,102893,"['starcoat', 'eco', '32w']",0,1,0,1,3,0,0
16388,102893,['violet'],1,0,1,1,0,2,0
16394,102895,['frnch'],1,0,1,1,0,2,0
16395,102895,['pocket'],1,0,0,1,1,0,0
16402,102897,"['7', 'piece']",1,0,0,1,1,1,0
16405,102897,[],1,0,2,1,0,2,1
16409,102897,[],1,0,0,1,0,0,0
16416,102897,"['led', 'aluminum']",0,0,2,1,0,3,0
16417,102897,"['iron', 'furniture']",0,1,0,1,2,0,0
16419,102897,[],1,1,0,1,1,0,0
16422,102897,['outdoorfurniture'],0,0,0,1,0,0,0
16424,102897,['furniture'],1,1,0,1,1,1,1
16427,102897,['cf552b-mk52'],0,0,1,1,0,1,0
16431,102899,[],1,1,0,1,1,0,0
16433,102900,[],1,2,0,1,2,0,0
16435,102902,['clear'],1,0,0,1,0,1,0
16439,102902,[],1,1,0,1,1,0,0
16442,102902,['wndows'],0,0,0,1,0,0,0
16444,102903,['livorno'],1,0,0,1,1,0,0
16451,102904,"['right', 'angle']",1,0,0,1,1,1,0
16453,102905,"['kitchen', 'hardware']",0,0,0,1,1,0,0
16454,102905,[],1,2,0,1,2,0,0
16460,102906,['prog40'],1,2,0,1,2,1,0
16462,102906,[],1,2,0,1,2,0,0
16463,102906,[],1,1,0,1,1,0,0
16467,102908,['6'],1,0,0,1,0,1,0
16468,102908,"['6ft', 'h']",1,1,0,1,2,1,0
16474,102909,"['1200', 'unit']",1,0,0,1,1,1,0
16480,102909,[],1,0,0,1,0,0,0
16482,102910,[],1,0,0,1,0,0,0
16486,102912,[],1,1,0,1,1,0,0
16487,102912,['kitchen'],0,2,0,1,2,0,0
16492,102913,"['roll', 'lap', 'cemet']",0,1,0,1,2,1,0
16494,102913,['ice'],0,1,0,1,1,0,0
16498,102914,"['hindged', 'l', 'bracket']",0,0,0,1,2,0,0
16499,102914,"['l', 'bracket']",0,0,0,1,1,0,0
16503,102916,['water'],0,0,0,1,0,0,0
16508,102917,['t55.521.224'],0,0,0,1,0,0,0
16510,102917,[],1,0,2,1,0,2,0
16517,102917,"['delta', 'riosa']",1,0,0,1,2,0,0
16519,102917,['handicap'],1,0,0,1,1,0,0
16521,102917,['boy'],1,0,1,1,0,2,1
16526,102917,[],1,1,0,1,1,0,0
16528,102917,"['glacier', 'bay']",0,1,0,1,2,0,0
16532,102917,['height'],1,2,0,1,2,1,0
16534,102918,[],1,1,0,1,1,0,0
16544,102919,['backsplash'],0,2,0,1,2,0,0
16546,102919,[],1,1,0,1,1,0,0
16555,102921,[],1,1,1,1,1,1,0
16560,102922,"['front', 'washer', '3.7']",0,1,0,1,1,2,0
16562,102922,['washer'],1,0,1,1,1,1,0
16563,102923,['hagchet'],0,0,0,1,0,0,0
16565,102924,[],1,0,0,1,0,0,0
16569,102925,['double'],1,0,0,1,0,1,0
16575,102926,"['23', '45']",1,1,1,1,1,3,0
16576,102926,['24x36'],1,0,0,1,0,1,0
16581,102926,['grate'],0,2,0,1,2,0,0
16583,102926,"['165', 'sh']",1,0,0,1,0,2,0
16584,102926,['32-46'],1,0,1,1,0,2,0
16589,102928,[],1,1,0,1,1,0,0
16594,102929,"['melters', 'salt']",0,1,2,1,1,3,0
16598,102930,[],1,2,0,1,2,0,1
16601,102930,[],1,0,0,1,0,0,0
16605,102931,"['find', 'me', 'kit']",0,1,0,1,1,2,0
16610,102932,[],1,0,2,1,0,2,0
16620,102935,['cement'],1,0,0,1,1,0,0
16623,102935,"['vibrator', 'flex']",0,0,1,1,1,1,0
16629,102935,"['hardy', 'board']",0,0,0,1,0,1,0
16632,102935,['porcalain'],1,0,0,1,1,0,0
16634,102935,"['tile', 'backerboard']",0,0,0,1,1,0,0
16638,102935,['50lb'],0,1,0,1,1,0,0
16641,102936,"['0.375x48', 'wood', 'dowel']",0,0,0,1,1,1,0
16643,102936,"['1/4', 'trowel']",0,1,0,1,1,1,0
16650,102937,[],1,1,1,1,1,1,0
16652,102938,[],1,1,2,1,1,2,0
16656,102938,[],1,2,0,1,2,0,0
16659,102939,"['bad', 'chair']",0,0,0,1,0,1,0
16660,102939,['chair'],1,0,0,1,1,0,0
16661,102939,"['chair', 'rail']",1,0,0,1,2,0,0
16663,102940,[],1,0,1,1,0,1,0
16667,102940,['flurniture'],1,1,0,1,1,1,0
16668,102940,[],1,1,1,1,1,1,0
16669,102940,[],1,2,0,1,2,0,0
16670,102940,"['for', 'outsde']",1,0,0,1,0,2,0
16671,102940,['with'],1,0,1,1,0,2,0
16674,102941,['head'],0,2,0,1,2,0,0
16675,102942,[],1,1,0,1,1,0,0
16676,102942,['hoinda'],1,1,0,1,2,0,0
16679,102942,['lawn'],1,1,1,1,2,1,0
16681,102942,"['valvoline', '2', 'cycle', 'quart']",0,0,0,1,1,2,0
16685,102944,"['12', 'volts', '110a/c']",0,1,1,1,1,3,0
16689,102945,[],1,0,2,1,0,2,0
16693,102945,"['landscape', 'barrier']",0,0,0,1,1,0,0
16695,102945,['saud'],0,0,0,1,0,0,0
16698,102946,"['60', 'metal']",1,2,0,1,3,1,0
16702,102946,['metal'],1,1,0,1,2,0,0
16709,102947,"['magic', 'chef', 'mcm111ost']",1,0,0,1,2,1,0
16717,102949,[],1,1,0,1,1,0,0
16719,102949,['flor'],1,0,2,1,0,3,0
16724,102950,"[""16'"", ""12'""]",0,1,2,1,1,4,0
16735,102951,['5/8'],1,0,0,1,0,1,0
16736,102952,['marine'],1,0,2,1,1,2,0
16737,102952,['silicone'],0,0,0,1,0,0,0
16741,102953,['plank'],1,1,0,1,2,0,0
16751,102954,['compound'],1,1,1,1,2,1,0
16752,102954,['laguna'],1,1,0,1,2,0,0
16764,102954,[],1,2,0,1,2,0,0
16765,102954,['sealer'],0,1,1,1,1,1,0
16766,102954,[],1,2,0,1,2,0,0
16767,102954,['6x24'],1,2,0,1,2,1,0
16770,102954,[],1,0,1,1,0,1,0
16777,102955,"['outdoor', 'fence']",0,1,0,1,1,1,0
16778,102955,"['room', 'divider']",0,0,0,1,1,0,0
16782,102956,[],1,1,0,1,1,0,0
16784,102956,['microwave'],1,0,0,1,1,0,0
16787,102957,"['leaf', 'batte']",0,1,0,1,2,0,0
16789,102957,"['rechargeable', 'leaf']",1,0,0,1,2,0,0
16791,102959,['24'],1,2,0,1,2,1,0
16798,102959,[],1,1,0,1,1,0,0
16801,102959,[],1,1,0,1,1,0,0
16802,102959,[],1,1,1,1,1,1,0
16803,102960,[],1,0,0,1,0,0,0
16807,102961,['hand'],1,0,0,1,1,0,0
16809,102961,"['oil', 'rubbed', 'head']",0,2,0,1,2,2,0
16810,102961,"['heads', 'oil', 'rubbed']",0,0,3,1,0,5,0
16812,102962,[],1,1,1,1,1,1,0
16815,102963,[],1,1,0,1,1,0,0
16824,102965,"['peel', 'stick', 'sheets']",1,0,2,1,0,5,0
16828,102965,['vynal'],1,0,0,1,0,1,0
16829,102966,['computer'],1,0,0,1,1,0,0
16831,102966,"['office', 'accessories']",0,1,0,1,2,0,0
16834,102967,[],1,0,0,1,0,0,0
16837,102968,[],1,1,3,1,1,3,0
16841,102968,"['stanley', 'jump', 'starter']",0,0,0,1,0,2,0
16843,102969,[],1,1,0,1,1,0,0
16849,102970,[],1,1,0,1,1,0,0
16850,102970,[],1,0,1,1,0,1,0
16852,102971,[],1,1,3,1,1,3,0
16854,102971,['roof'],1,0,0,1,1,0,0
16855,102971,[],1,0,2,1,0,2,0
16863,102974,['kitchen'],1,0,0,1,1,0,0
16868,102976,"['inch', 'nm6']",0,0,1,1,0,2,0
16870,102976,[],1,1,4,1,1,4,0
16876,102976,"['ha,,er']",1,0,0,1,1,0,0
16877,102976,[],1,0,0,1,0,0,0
16879,102976,[],0,0,0,0,0,0,0
16881,102977,['runner'],0,1,0,1,1,0,0
16890,102979,"['5', 'inch']",1,0,1,1,1,2,0
16893,102979,[],1,1,1,1,1,1,0
16899,102980,['4x8'],1,1,0,1,1,1,0
16900,102980,['trellis'],0,2,0,1,2,0,0
16912,102981,"['fat', 'people']",1,1,1,1,1,3,0
16913,102982,[],1,0,0,1,0,0,0
16916,102983,['gas'],1,1,0,1,2,0,0
16920,102984,"['chicken', 'wire']",0,0,0,1,1,0,0
16922,102984,['mesh'],0,1,0,1,1,1,0
16924,102984,"['wire', '2x3', 'inch', 'mesh']",0,1,0,1,2,3,0
16927,102985,[],1,0,0,1,0,0,0
16930,102985,['lounge'],1,1,0,1,2,0,0
16932,102985,['pembria'],0,0,0,1,0,0,0
16933,102986,"['electric', 'detector', 'simming', 'pool']",0,0,2,1,1,4,0
16940,102986,[],1,0,0,1,0,0,0
16942,102986,[],1,0,0,1,0,0,0
16946,102988,['sink'],1,1,0,1,2,0,0
16948,102989,[],1,0,0,1,0,0,0
16951,102990,[],1,0,0,1,0,0,0
16953,102991,"['riobi', 'shop', 'vac']",1,0,0,1,3,0,0
16954,102991,"['shop', 'vac']",1,0,0,1,2,0,0
16958,102993,[],1,1,0,1,1,0,0
16959,102994,[],1,0,0,1,0,0,0
16966,102995,"['18v', 'ion', 'nicad']",0,1,0,1,2,1,0
16968,102995,"['ion', 'fuego']",1,2,0,1,4,0,0
16973,102996,['sealer'],0,1,0,1,1,0,0
16974,102996,['sealers'],0,1,0,1,1,0,0
16981,102998,[],1,1,1,1,1,1,0
16982,102998,[],1,0,1,1,0,1,0
16986,102999,['power'],1,0,1,1,1,1,0
16988,103000,[],1,1,0,1,1,0,0
16991,103000,"['profile', 'cupboard']",0,0,1,1,1,1,0
16993,103000,['peb2060smss'],0,2,0,1,2,0,0
16994,103000,[],1,0,0,1,0,0,0
16996,103000,"['trim', 'kit', 'profile']",0,0,3,1,0,5,0
17002,103002,"['electric', 'blower']",0,0,1,1,0,2,0
17004,103002,[],1,1,1,1,1,1,0
17007,103002,['rayoby'],1,0,0,1,1,0,0
17008,103002,"['robi', 'lawn']",1,1,0,1,3,0,0
17015,103002,"['wireless', 'lawnmower']",0,0,0,1,1,0,0
17022,103002,['weewacker'],1,0,0,1,1,0,0
17026,103005,[],1,1,0,1,1,0,0
17027,103006,[],1,1,0,1,1,0,0
17030,103007,[],1,0,0,1,0,0,0
17032,103007,"['round', 'white']",0,0,2,1,0,4,0
17033,103007,[],1,0,2,1,0,2,0
17035,103008,['wood'],1,0,0,1,0,1,0
17036,103009,['afakro'],0,0,0,1,0,0,0
17037,103009,"['pull', 'pewter']",0,1,1,1,1,2,0
17038,103009,[],1,1,0,1,1,0,0
17043,103010,"['12-14', 'bathroom', 'grab', 'bar']",0,0,0,1,0,3,0
17055,103013,"['lawn', 'electric']",0,0,1,1,1,1,0
17056,103014,['lawn'],1,0,0,1,1,0,0
17058,103015,['over'],1,0,0,1,0,1,0
17059,103015,['over'],1,0,1,1,0,2,0
17060,103015,[],1,0,0,1,0,0,0
17061,103015,"['estore', '&']",1,1,1,1,2,3,0
17065,103016,[],1,3,3,1,3,3,0
17066,103016,[],1,3,2,1,3,2,0
17080,103016,['aeration'],0,1,2,1,1,2,0
17089,103017,['lighting'],0,1,1,1,1,1,0
17093,103018,['glide'],1,0,1,1,1,1,0
17096,103018,[],1,0,0,1,0,0,0
17099,103019,[],1,1,0,1,1,0,0
17102,103020,[],1,0,0,1,0,0,0
17106,103021,[],1,1,0,1,1,0,0
17107,103022,[],0,0,0,0,0,0,0
17108,103023,"['volt', 'cordless', 'saws']",0,0,1,1,0,3,0
17109,103023,"['volt', 'hammerdrill']",0,2,1,1,3,1,0
17115,103023,['20v'],1,0,0,1,0,1,0
17125,103023,"['saws', 'all18-volt', 'one', 'cordless', 'reciprocating', 'saw']",0,0,0,1,0,5,0
17126,103023,['xr'],0,0,0,1,0,0,0
17129,103023,['ryobi'],1,1,0,1,2,0,0
17131,103023,[],1,1,0,1,1,0,0
17135,103024,[],1,1,0,1,1,0,0
17140,103027,['tile'],0,1,1,1,1,1,0
17145,103027,"['linoleum', 'adhesive']",0,0,0,1,1,0,0
17148,103027,"['self', 'adhesive', 'tile']",0,0,0,1,0,2,0
17155,103027,"['vinyl', 'tile', 'adhesive']",0,0,0,1,2,0,0
17156,103027,"['vinyl', 'tile', 'peel', 'stick']",0,0,1,1,2,2,0
17163,103028,"['oscillating', 'multi']",0,0,1,1,0,2,0
17166,103028,['wrachet'],1,0,1,1,0,2,0
17167,103028,"['roybi', 'l18v']",0,0,0,1,1,0,0
17172,103029,[],1,1,2,1,1,2,0
17174,103029,['prog40'],1,2,0,1,2,1,0
17179,103030,['stone'],0,2,0,1,2,0,0
17180,103030,[],1,0,0,1,0,0,0
17188,103032,"['2x2', 'inch', 'outside', 'wood', 'corner']",0,0,0,1,1,3,0
17191,103032,"['exterior', 'railings']",0,0,0,1,0,1,0
17193,103032,[],1,0,2,1,0,2,0
17198,103032,"['wooden', 'handrails']",0,0,0,1,0,1,0
17205,103034,[],1,1,0,1,1,0,0
17209,103036,"['60', 'lb', 'hi', 'strength']",1,0,0,1,1,3,0
17220,103036,['tube'],1,0,0,1,1,0,0
17222,103037,['industrial'],1,1,0,1,1,1,0
17227,103038,[],1,0,1,1,0,1,0
17232,103040,[],1,0,2,1,0,2,0
17234,103040,['board'],0,1,0,1,1,0,0
17236,103041,[],1,1,0,1,1,0,0
17240,103041,['flea'],0,0,0,1,0,0,0
17243,103041,[],1,1,1,1,1,1,0
17247,103041,['tick'],1,0,0,1,1,0,0
17252,103045,[],1,0,0,1,0,0,0
17255,103047,[],1,0,0,1,0,0,0
17256,103047,['elongagated'],1,1,0,1,1,1,0
17257,103047,[],1,0,2,1,0,2,0
17259,103048,['wood'],1,0,0,1,0,1,0
17262,103050,"['80,000']",1,1,0,1,1,1,0
17264,103050,"['coleman', 'for', 'propane']",1,0,1,1,2,2,0
17267,103050,[],1,1,0,1,1,0,0
17268,103050,"['propane', 'space']",1,0,0,1,2,0,0
17270,103051,"['ca87553', 'w/spray']",0,1,0,1,2,0,0
17271,103051,['kingsley'],1,1,0,1,2,0,0
17272,103051,[],1,0,0,1,0,0,0
17274,103051,['brambury'],0,1,1,1,1,1,0
17283,103054,['movable'],1,1,0,1,1,1,0
17284,103054,[],1,0,1,1,0,1,0
