id,product_uid,missing_query_terms,query_root_in_title,query_compound_in_title,query_other_in_title,total_query_root,total_query_compound,total_query_other,query_root_also_root_in_title
72624,120573,[],1,1,0,1,1,0,1
72626,120574,"['bum', 'boo']",0,1,1,1,2,1,0
72635,120578,"['masonry', 'hammer']",1,0,0,1,2,0,0
72636,120578,['drill/driver'],1,0,0,1,1,0,0
72637,120578,['masonary'],1,1,0,1,1,1,0
72642,120580,['80x32'],1,0,1,1,0,2,0
72643,120581,"['foot', 's', 'video']",0,0,1,1,1,2,0
72644,120582,[],1,0,0,1,0,0,1
72646,120582,['roof'],1,0,0,1,1,0,0
72651,120585,"['faucet', 'with', 'jets']",1,0,0,1,0,3,0
72656,120588,[],1,2,1,1,2,1,0
72658,120589,['freezer'],0,0,0,1,0,0,0
72659,120590,[],1,1,0,1,1,0,0
72666,120592,[],1,2,0,1,2,0,0
72667,120593,['1x2x10'],1,0,1,1,0,2,0
72668,120594,['bath'],1,1,2,1,2,2,0
72672,120596,"['lawn', 'fertilizer', 'kill']",0,0,1,1,2,1,0
72674,120596,['winterizer'],0,0,0,1,0,0,0
72679,120600,['3/4'],1,0,1,1,0,2,0
72681,120601,"['adienne', 'bathroom']",1,1,0,1,3,0,0
72682,120601,"['bathroom', 'fixture', '3', 'bulb']",0,0,1,1,0,4,0
72685,120601,"['bathroom', 'cabinets', 'with', 'led']",0,1,1,1,2,3,0
72686,120601,"['bathroom', 'cabinetwithouttops']",0,1,0,1,2,0,0
72688,120601,"['for', 'public']",1,0,1,1,0,3,0
72694,120604,[],1,0,0,1,0,0,0
72695,120604,['measuring'],0,0,1,1,0,1,0
72700,120605,['24in'],1,0,0,1,1,0,1
72702,120605,"['bathro', 'sinks']",0,0,0,1,1,0,0
72703,120605,['bathrooms'],0,0,0,1,0,0,0
72710,120606,['18v'],1,0,0,1,0,1,0
72711,120606,['kyobi'],1,0,0,1,0,1,0
72714,120606,"['dewalt', '18v', 'drill', 'with']",0,0,1,1,2,2,0
72718,120606,"['miwaukee', '18v', 'and', 'charger']",0,0,1,1,1,3,0
72719,120606,"['photoelectric/ion', 'with']",0,1,1,1,1,2,0
72720,120606,['rayoby'],1,0,0,1,1,0,0
72724,120606,"['riobi', 'power', 'tool', 'combo']",0,0,0,1,3,0,0
72730,120606,['pack'],0,1,0,1,1,0,0
72731,120606,['driver'],0,0,0,1,0,0,0
72733,120606,"['plus', 'and', 'charger']",1,0,1,1,0,4,0
72735,120606,"['charger', 'kit']",0,1,1,1,2,1,0
72738,120606,"['tool', 'and', 'charger']",0,0,0,1,0,2,0
72740,120606,[],1,0,0,1,0,0,0
72741,120606,"['sears', 'nail', 'gun']",0,1,0,1,3,0,0
72744,120607,"['iron', 'furniture']",0,1,0,1,2,0,0
72746,120607,['outdoor'],1,0,0,1,1,0,0
72749,120608,"['porch', 'stairs']",0,0,0,1,0,1,0
72751,120609,[],1,1,1,1,1,1,0
72752,120610,[],1,1,0,1,1,0,1
72753,120611,[],1,0,1,1,0,1,0
72759,120614,"['pole', 'range', 'reciptical']",0,0,1,1,1,2,0
72763,120615,[],1,3,0,1,3,0,1
72764,120616,"['24', 'sydey']",1,0,0,1,1,1,0
72766,120618,[],1,1,0,1,1,0,1
72768,120618,['artric'],1,0,0,1,0,1,0
72769,120618,"['dewaqlt', 'nailers']",0,1,0,1,1,1,0
72771,120618,"['cable', 'model', '647']",0,1,0,1,2,1,0
72774,120618,['rechargable'],1,1,0,1,1,1,1
72775,120619,[],1,0,0,1,0,0,0
72777,120620,[],1,0,1,1,0,1,1
72780,120621,"['outdoor', 'gas', 'fiepits']",0,0,0,1,1,1,0
72781,120621,['table'],1,1,0,1,2,0,0
72782,120622,"['pastic', 'qtr']",0,0,1,1,0,2,0
72789,120624,['quartz'],0,0,1,1,0,1,0
72790,120625,[],1,1,0,1,1,0,0
72792,120626,['porch'],1,0,2,1,1,2,0
72794,120627,[],1,1,0,1,1,0,1
72795,120627,"['locks', 'for']",0,0,2,1,0,3,0
72799,120627,['glass'],1,3,1,1,4,1,1
72802,120628,['kitchen'],1,1,0,1,2,0,1
72804,120628,"['soft', 'close', 'for', 'large', 'door']",1,0,0,1,0,5,1
72805,120628,"['what', 'is', 'kitchen']",0,1,1,1,2,2,0
72806,120629,['bath'],1,0,0,1,1,0,0
72808,120629,['bathtubdoor'],1,1,0,1,1,1,1
72813,120633,['air'],1,1,0,1,2,0,0
72820,120636,[],1,0,1,1,0,1,0
72823,120637,"['pre', 'hu']",1,0,0,1,2,0,0
72828,120638,[],1,0,1,1,0,1,0
72831,120639,"['rain', 'handler']",0,0,0,1,1,0,0
72832,120640,[],1,1,1,1,1,1,0
72833,120641,[],1,1,1,1,1,1,0
72834,120642,"['dacor', 'renaissance']",1,1,0,1,3,0,1
72835,120642,[],1,2,1,1,2,1,1
72837,120643,"['tee', '1/2']",0,1,2,1,2,2,0
72838,120644,[],1,0,0,1,0,0,1
72839,120644,[],1,0,1,1,0,1,0
72842,120646,[],1,1,1,1,1,1,1
72845,120647,"['style', 'n', 'cabinet']",0,1,0,1,1,2,0
72848,120649,['strap'],1,0,0,1,0,1,1
72854,120651,"['outdoor', 'cieling']",0,0,1,1,0,2,0
72859,120653,['water'],1,0,0,1,1,0,0
72861,120654,['8x7'],1,1,0,1,1,1,1
72862,120654,[],1,0,1,1,0,1,1
72867,120655,[],1,1,0,1,1,0,0
72873,120659,[],1,0,0,1,0,0,0
72876,120661,[],1,1,1,1,1,1,0
72877,120661,['kholer'],1,1,1,1,1,2,0
72884,120665,['spret'],1,1,1,1,1,2,0
72886,120666,[],1,1,1,1,1,1,1
72888,120668,[],1,1,0,1,1,0,0
72891,120670,['exterior'],1,1,0,1,1,1,0
72893,120671,"['foil', 'board']",0,0,0,1,1,0,0
72897,120672,['accessories'],0,1,0,1,1,0,0
72900,120672,"['carbrator', 'robyi']",0,1,1,1,1,2,0
72901,120672,"['whole', 'house', 'ducted']",1,0,0,1,0,3,0
72904,120675,['3.5cu'],1,0,0,1,0,1,0
72907,120676,"['50', 'garbage']",1,1,0,1,2,1,0
72911,120678,"['1', '1/4', 'pvcsch']",0,0,1,1,1,2,0
72913,120680,"['7', '1/2', 'volt', 'lantern', 'batteries']",0,0,0,1,3,1,0
72916,120682,"['dead', 'bolt', 'fill']",0,0,0,1,0,2,0
72921,120684,['lawm'],1,0,0,1,1,0,0
72923,120684,[],1,1,0,1,1,0,1
72924,120684,"['troy', 'bilt', 'bronco', '13yx78ks011', 'lawn']",1,0,0,1,4,1,0
72925,120685,"['under', 'mount']",0,1,1,1,2,1,0
72936,120689,['replacement'],0,0,0,1,0,0,0
72939,120691,"['inch', 'hight']",1,1,1,1,2,2,1
72940,120692,['throw'],0,0,1,1,0,1,0
72941,120693,[],1,0,0,1,0,0,0
72945,120694,['corner'],1,0,0,1,1,0,0
72946,120694,"['monaco', 'insert']",0,1,0,1,2,0,0
72951,120694,"['pan,', 'corner', 'round']",0,1,0,1,1,2,0
72960,120698,[],1,0,2,1,0,2,1
72962,120700,[],1,2,0,1,2,0,1
72963,120701,"['3', 'handle']",1,0,0,1,1,1,0
72969,120702,['beveled'],1,0,1,1,0,2,0
72975,120702,[],1,1,1,1,1,1,0
72976,120703,[],1,0,1,1,0,1,0
72978,120704,[],1,1,1,1,1,1,1
72979,120704,['koolaroo'],0,0,0,1,0,0,0
72983,120707,[],1,0,0,1,0,0,0
72987,120709,"['49x97x.25', 'inch', 'mdf']",0,0,0,1,1,1,0
72988,120709,['air'],1,0,0,1,1,0,0
72989,120709,['inch'],0,0,2,1,0,2,0
72990,120709,[],1,0,0,1,0,0,0
72993,120710,['metal'],0,1,0,1,1,0,0
72997,120712,"['15lb', 'bugle', '3deck']",1,0,0,1,1,2,1
73001,120713,"['corded', 'drills']",0,0,0,1,0,1,0
73011,120716,['fireglass'],0,0,0,1,0,0,0
73012,120716,['pit'],0,2,0,1,2,0,0
73015,120718,['magnetic'],1,0,0,1,0,1,1
73017,120719,[],1,0,1,1,0,1,0
73018,120720,[],1,2,0,1,2,0,1
73019,120721,[],1,0,3,1,0,3,1
73023,120722,"['work', 'bench']",1,0,0,1,2,0,1
73028,120724,[],1,3,0,1,3,0,0
73033,120727,[],1,1,1,1,1,1,0
73037,120727,['privacy'],1,2,0,1,3,0,0
73040,120728,"['doors', 'gaurds']",0,0,0,1,0,1,0
73043,120728,"['u', 'seal']",0,0,0,1,0,1,0
73048,120731,[],1,0,2,1,0,2,1
73050,120733,['inch'],1,1,1,1,2,1,0
73054,120734,"['filter', 'for']",0,1,1,1,1,2,0
73057,120734,['trimmer'],0,1,0,1,1,0,0
73061,120735,[],1,0,1,1,0,1,0
73063,120737,[],1,1,0,1,1,0,0
73064,120738,"['chat', 'oil', 'tub/shower']",0,1,1,1,3,1,0
73065,120738,[],1,0,0,1,0,0,1
73066,120738,"['set', 'oil', 'rubbed']",1,1,2,1,1,5,0
73069,120741,['shrubs'],0,1,0,1,1,0,0
73075,120742,"['repair', 'have']",0,0,0,1,0,1,0
73076,120742,['repair'],1,0,0,1,1,0,0
73079,120742,"['vinyl', 'kit']",0,1,0,1,2,0,0
73080,120742,"['window', 'screen', 'repair', 'kit']",0,0,0,1,3,0,0
73082,120744,"['942196brinkmann', '2', 'burner']",0,0,0,1,1,1,0
73083,120744,[],1,1,0,1,1,0,1
73084,120745,['outside'],0,1,1,1,1,1,0
73086,120747,[],1,2,0,1,2,0,1
73087,120747,['thaw'],0,1,1,1,1,1,0
73089,120748,[],1,0,0,1,0,0,0
73091,120748,['outdoor'],1,2,0,1,2,1,1
73092,120749,[],1,1,1,1,1,1,0
73095,120751,"['36', 'x42', 'pan', 'for', 'tile', 'use']",0,1,0,1,3,3,0
73099,120751,['barrier'],1,1,0,1,1,1,0
73101,120753,['ancillary'],1,1,0,1,1,1,0
73102,120753,['thermal'],1,1,0,1,1,1,0
73103,120754,['inch'],1,0,1,1,1,1,1
73106,120756,[],1,0,0,1,0,0,0
73107,120757,"['80', 'x', '36']",1,0,1,1,0,4,0
73109,120758,"['exterior', 'with', 'windo']",0,0,2,1,0,4,0
73114,120758,['unsulation'],0,0,0,1,0,0,0
73115,120758,['striping'],0,0,1,1,0,1,0
73118,120759,[],1,1,1,1,1,1,1
73120,120760,['strap'],1,0,0,1,0,1,0
73122,120761,['crystal'],1,1,0,1,2,0,0
73123,120762,[],1,1,0,1,1,0,0
73127,120764,"['foot', 'flour', 'sent']",0,0,1,1,1,2,0
73129,120766,"['800tvh', 'lip', '15', 'smt']",0,0,0,1,0,3,0
73130,120766,['set'],0,0,0,1,0,0,0
73132,120766,[],1,0,0,1,0,0,0
73142,120771,[],1,1,0,1,1,0,0
73145,120772,"['ii', 'sanagloss']",0,1,0,1,2,0,0
73149,120774,['46.5'],1,1,1,1,1,2,1
73150,120775,['hooks'],0,2,0,1,2,0,0
73151,120776,['measure'],0,2,0,1,2,0,0
73155,120777,['lighting'],1,0,0,1,1,0,0
73161,120781,"['baking', 'decoration']",0,0,1,1,1,1,0
73162,120782,[],1,1,1,1,1,1,0
73164,120783,[],1,1,0,1,1,0,0
73172,120784,['outside'],1,0,0,1,0,1,0
73174,120784,['thin'],1,1,0,1,1,1,0
73175,120785,['chime'],0,0,0,1,0,0,0
73179,120785,[],1,1,1,1,1,1,0
73180,120785,['doorbells'],0,1,0,1,1,0,0
73182,120787,"['jacuzzi', 'wax', 'ring', 'kit']",0,1,0,1,4,0,0
73183,120787,"['rosario', 'parts']",0,1,0,1,2,0,0
73184,120787,['valve'],0,0,0,1,0,0,0
73189,120789,"['2x10', 'foot']",0,0,1,1,1,1,0
73201,120795,[],1,1,0,1,1,0,0
73205,120797,['shop'],1,0,0,1,1,0,1
73206,120798,[],1,1,0,1,1,0,0
73207,120799,"['pull', 'out']",0,0,2,1,0,3,0
73209,120801,[],1,1,0,1,1,0,0
73210,120802,[],1,1,1,1,1,1,0
73211,120803,['generator'],0,1,1,1,1,1,0
73213,120803,"['hole', 'jig']",0,0,0,1,1,0,0
73214,120803,"['pocket', 'hole', 'jig']",0,0,0,1,2,0,0
73225,120811,['sheeting-2'],1,0,1,1,1,1,0
73232,120813,"['outdoor', 'spotlights']",0,0,0,1,0,1,0
73237,120815,"['12', 'x', '15']",1,1,0,1,1,3,0
73240,120816,"['pc', '6']",0,1,1,1,1,2,0
73242,120817,[],1,0,2,1,0,2,0
73243,120817,['brand'],0,1,2,1,1,2,0
73245,120818,['incresers'],1,2,1,1,2,2,0
73247,120818,"[""2'"", 'conduit']",0,0,0,1,0,1,0
73248,120818,"['inch', 'and', 'a', 'half', 'threaded']",0,1,1,1,1,5,0
73253,120819,[],1,0,1,1,0,1,0
73261,120821,['vegtable'],1,0,0,1,1,0,1
73263,120823,['line'],1,0,3,1,1,3,0
73264,120823,['booster'],1,0,0,1,1,0,0
73270,120824,"['do', 'you', 'cover', 'the', 'garage', 'door']",0,0,1,1,1,5,0
73271,120824,"['foam', 'board']",0,1,0,1,2,0,0
73275,120824,[],1,0,0,1,0,0,0
73280,120824,['xps'],0,0,0,1,0,0,0
73283,120826,[],1,0,1,1,0,1,0
73284,120827,"['repir', 'cuplings']",0,1,1,1,1,2,0
73286,120827,"['water', 'holder']",1,1,0,1,3,0,1
73289,120829,[],1,1,0,1,1,0,0
73296,120832,['with'],1,0,1,1,0,2,0
73298,120832,"['full', 'length']",1,0,0,1,1,1,1
73300,120832,['wall'],1,0,1,1,0,2,0
73305,120834,[],1,1,0,1,1,0,0
73306,120835,[],1,0,3,1,0,3,1
73307,120836,[],1,0,1,1,0,1,0
73308,120837,"['5', 'pc', 'surrounds']",0,0,1,1,1,2,0
73311,120837,"['to', 'adapter']",1,0,1,1,0,3,0
73312,120838,['indoor'],1,1,0,1,1,1,0
73314,120839,"['16', 'gallon', 'shop', 'vac', 'no', 'wheels']",0,0,0,1,2,3,0
73316,120839,[],1,0,0,1,0,0,1
73323,120842,"[""90''"", ""12''""]",0,0,2,1,0,3,0
73326,120842,['shelf'],0,2,0,1,2,0,0
73328,120843,['handle'],0,0,0,1,0,0,0
73331,120846,[],1,1,1,1,1,1,0
73332,120847,[],1,1,0,1,1,0,0
73339,120850,['off'],1,0,3,1,0,4,1
73340,120851,[],1,1,0,1,1,0,0
73341,120852,['3in'],1,1,0,1,2,0,1
73349,120856,['masonite'],1,0,1,1,0,2,0
73351,120857,[],1,1,0,1,1,0,1
73356,120860,['electrical'],1,0,0,1,0,1,0
73357,120860,"['in', 'electrical', 'test']",0,0,1,1,1,2,0
73358,120861,['signs'],0,1,0,1,1,0,0
73362,120863,"['bathroom', '2']",1,1,1,1,1,4,1
73363,120864,"['25', 'horse', 'power', 'cut', 'lawnmower']",0,0,3,1,1,6,0
73365,120865,[],1,0,0,1,0,0,0
73374,120868,"['for', 'jewelry']",1,0,1,1,1,2,0
73376,120869,['basket'],0,3,0,1,3,0,0
73379,120871,['ext'],1,0,1,1,0,2,1
73381,120872,[],1,1,0,1,1,0,0
73384,120872,[],1,1,0,1,1,0,1
73389,120875,"[""2'"", ""4'""]",0,0,1,1,0,2,0
73390,120875,"['2x12x8', 'composite', 'lumber']",0,0,0,1,0,2,0
73397,120875,"['plywood', 'roofing']",0,0,0,1,1,0,0
73404,120877,[],1,2,0,1,2,0,0
73407,120877,"['sliding', 'screen']",1,0,1,1,0,4,0
73410,120878,['4.5'],1,1,2,1,1,3,1
73415,120882,['ratchet'],0,0,0,1,0,0,0
73423,120884,"['landscaping', 'curbing']",0,0,1,1,0,2,0
73424,120884,"['realistic', 'brick']",1,0,0,1,1,1,0
73427,120887,[],1,1,1,1,1,1,0
73429,120887,['bathroom'],1,1,0,1,2,0,0
73430,120887,['bathroom'],1,1,0,1,2,0,0
73431,120887,['bathroom'],1,1,0,1,2,0,0
73435,120889,"['barcello', 'light', 'fi']",0,0,1,1,1,2,0
73436,120890,['irrigation'],1,0,2,1,1,2,0
73437,120890,['fire'],1,1,1,1,2,1,0
73438,120890,['frp'],1,1,0,1,2,0,0
73440,120890,"['stucco', 'expansion', 'and']",1,0,1,1,2,2,0
73441,120891,"['mister', 'watering']",0,0,0,1,1,0,0
73442,120891,"['patio', 'system']",0,0,1,1,0,2,0
73447,120892,"['burgular', 'for', 'porch']",1,0,1,1,0,4,0
73450,120894,[],1,1,0,1,1,0,1
73452,120896,[],1,1,0,1,1,0,0
73453,120897,[],1,1,1,1,1,1,1
73459,120899,"['all', 'three']",1,1,0,1,1,2,1
73460,120900,[],1,2,0,1,2,0,1
73465,120902,['panel'],0,1,0,1,1,0,0
73470,120902,[],1,0,0,1,0,0,0
73473,120902,['panel'],0,1,1,1,1,1,0
73476,120903,"['wooden', 'table']",1,0,0,1,1,1,1
73481,120906,"['40', 'amp']",1,1,0,1,2,1,0
73491,120909,[],0,0,0,0,0,0,0
73495,120911,['hickory'],1,1,0,1,1,1,1
73502,120912,['sheet'],0,1,0,1,1,0,0
73503,120913,[],1,0,0,1,0,0,1
73509,120915,[],1,2,0,1,2,0,0
73510,120916,['oak'],1,0,1,1,1,1,1
73513,120918,[],1,2,0,1,2,0,0
73514,120918,[],1,0,1,1,0,1,0
73515,120918,['kitchen'],1,1,1,1,2,1,0
73516,120919,"['23', '45', 'anderson']",1,0,1,1,1,3,0
73520,120919,[],1,1,1,1,1,1,0
73522,120919,['pella'],0,2,1,1,2,1,0
73525,120921,"['8', 'sierra', 'panel']",0,0,1,1,2,1,0
73526,120922,[],1,0,1,1,0,1,1
73534,120924,[],1,1,0,1,1,0,1
73538,120925,['kidco'],1,2,0,1,3,0,0
73539,120925,['residential'],1,1,1,1,1,2,1
73541,120926,"['rolling', 'utility']",1,0,0,1,1,1,0
73544,120927,[],1,1,0,1,1,0,0
73545,120928,"['12', 'v', '5.0', 'amps']",0,0,0,1,0,3,0
73547,120928,"['12', 'volt', '7.0', 'amp']",1,0,0,1,0,4,0
73548,120929,[],1,1,0,1,1,0,0
73557,120930,['tub/shower'],1,2,0,1,3,0,0
73558,120930,"['unit', '3x5']",0,2,0,1,2,1,0
73564,120931,"['non', 'slip', 'tape']",0,0,0,1,1,1,0
73565,120931,['non-skid'],0,0,0,1,0,0,0
73567,120931,['paint'],1,0,0,1,1,0,1
73568,120931,['stairtreads'],0,0,0,1,0,0,0
73569,120932,[],1,1,0,1,1,0,1
73578,120934,"['1', 'x12', 'x16', 'pt']",1,0,0,1,4,0,0
73579,120934,['alu'],0,1,1,1,1,2,0
73582,120934,[],1,0,4,1,0,4,0
73584,120934,['2x6x14'],0,0,0,1,0,0,0
73597,120935,[],1,0,1,1,0,1,0
73600,120936,['repair'],0,1,1,1,1,1,0
73609,120939,['home'],1,0,1,1,0,2,0
73610,120939,['tunnel'],0,2,0,1,2,0,0
73611,120939,"['extertal', 'cover']",0,2,0,1,2,2,0
73626,120946,[],1,0,1,1,0,1,0
73632,120947,[],1,0,1,1,0,1,1
73634,120948,['slidein'],1,0,1,1,0,2,0
73635,120949,"['apartment', 'stacked', 'ventless']",0,1,1,1,1,3,0
73636,120950,[],1,1,1,1,1,1,1
73638,120951,['thw'],1,1,0,1,1,1,0
73639,120952,['transformer'],0,2,0,1,2,0,0
73640,120952,['doorbell'],1,0,0,1,1,0,1
73646,120955,[],1,1,1,1,1,1,1
73651,120957,[],0,0,0,0,0,0,0
73653,120958,"['templit', 'letters']",0,1,1,1,1,2,0
73656,120959,[],1,1,1,1,1,1,0
73664,120963,['1801'],1,0,1,1,0,2,0
73666,120963,[],1,1,0,1,1,0,0
73667,120964,"['calcium', 'chloride', 'salt']",0,0,0,1,2,0,0
73672,120964,"['melters', 'with', 'no', 'salt']",0,1,0,1,1,3,0
73673,120964,['roof'],1,0,0,1,1,0,1
73674,120964,"['salt', 'for']",0,0,1,1,0,2,0
73679,120965,[],1,0,0,1,0,0,0
73680,120966,['door'],1,1,0,1,1,1,1
73682,120967,['natural'],1,2,0,1,2,1,0
73683,120968,['1/2in'],1,2,0,1,2,1,0
73686,120968,[],1,1,0,1,1,0,1
73687,120969,"['frezer', 'with', 'glass']",0,0,2,1,1,3,0
73690,120969,[],1,0,0,1,0,0,0
73693,120970,[],1,1,0,1,1,0,0
73702,120972,[],1,1,1,1,1,1,0
73710,120976,[],1,1,2,1,1,2,0
73720,120983,['bathroom'],1,1,0,1,2,0,0
73721,120983,[],1,1,0,1,1,0,0
73724,120985,"['bentgrass', 'lawn']",1,0,0,1,2,0,0
73726,120985,"['snapper', 'lawn']",1,0,0,1,2,0,0
73728,120985,[],1,1,0,1,1,0,0
73730,120985,"['zero', 'turn']",0,0,2,1,0,3,0
73732,120986,[],1,0,3,1,0,3,0
73733,120986,['raw'],1,0,3,1,0,4,1
73736,120988,[],1,1,0,1,1,0,1
73737,120989,"['amp', 'breaker', 'zinsco', 'volt', '240']",0,0,1,1,3,2,0
73738,120990,['22'],1,0,0,1,0,1,1
73743,120990,[],1,0,3,1,0,3,0
73744,120990,['madeline'],0,0,0,1,0,0,0
73748,120992,"['sandard', '1660.225,']",0,1,0,1,1,1,0
73749,120993,[],1,1,0,1,1,0,0
73758,120999,[],1,1,0,1,1,0,0
73763,121000,[],1,0,2,1,0,2,0
73765,121001,[],1,1,0,1,1,0,0
73768,121003,"['clay', 'sewer']",0,1,0,1,2,2,0
73772,121004,"['saucers', 'with', 'wheels', 'for', 'under']",0,0,1,1,0,5,0
73774,121005,"['coating', 'for', 'stone', 'floor']",1,0,0,1,2,2,0
73775,121005,"['dupont', 'grout']",1,0,0,1,2,0,0
73777,121005,['granite'],1,0,0,1,1,0,0
73779,121005,"['mosia', 'grout']",1,0,0,1,1,1,0
73783,121006,['porch'],1,0,0,1,1,0,1
73784,121006,"['prefab', 'panals']",0,2,0,1,2,1,0
73790,121009,"['plant', 'insecticide']",0,0,0,1,1,0,0
73793,121010,"['underground', 'sprinkler', 'hoses']",0,1,0,1,2,1,0
73800,121015,['4'],0,0,3,1,0,3,0
73803,121016,[],1,0,1,1,0,1,0
73804,121017,"['inch', 'bathroom', 'sinks']",0,0,2,1,2,2,0
73808,121017,[],1,1,0,1,1,0,0
73809,121017,[],1,2,0,1,2,0,1
73815,121018,['greecianmarble'],1,1,0,1,1,1,0
73816,121018,"['join', 'compound']",0,1,1,1,2,1,0
73817,121018,"['leonia', 'bullnose']",0,1,0,1,2,0,0
73818,121018,[],1,2,0,1,2,0,0
73820,121018,['saud'],0,0,0,1,0,0,0
73822,121019,[],1,1,0,1,1,0,0
73824,121019,[],1,1,0,1,1,0,0
73827,121022,[],1,1,0,1,1,0,0
73834,121024,[],1,0,2,1,0,2,0
73837,121025,"['yardman', 'leaf', 'vac']",0,0,0,1,2,0,0
73838,121026,[],1,1,0,1,1,0,0
73839,121027,"['10.5', 'plastic', 'waste', 'basket']",0,1,1,1,3,3,0
73841,121027,[],1,0,0,1,0,0,0
73844,121029,['ancillary'],1,1,0,1,1,1,0
73845,121029,['hdx'],0,2,1,1,3,1,0
73850,121030,"[""2'"", '1', '1/2', 'busing', 'thread']",1,0,1,1,1,5,0
73852,121031,[],1,2,0,1,2,0,0
73859,121035,['kennel'],0,1,1,1,1,1,0
73861,121036,[],1,1,0,1,1,0,0
73869,121038,"['25', 'tube']",0,1,0,1,1,1,0
73871,121038,['pex'],1,1,0,1,2,0,0
73873,121038,"['bite', 'recessed']",0,0,0,1,0,1,0
73877,121040,['asbestos'],1,1,0,1,2,0,0
73878,121040,['dry'],1,1,0,1,1,1,0
73883,121040,['vertical'],1,1,0,1,1,1,0
73888,121041,"['threshold', '5', 'piece']",0,0,1,1,1,2,0
73889,121042,['r13'],0,1,1,1,1,1,0
73890,121042,['r'],1,0,1,1,0,2,0
73893,121044,"['container', ""90''"", ""12''""]",0,0,1,1,0,3,0
73894,121045,[],1,1,1,1,1,1,0
73895,121045,[],1,0,0,1,0,0,0
73898,121048,['japanese'],1,1,0,1,1,1,1
73900,121049,['sds'],1,1,4,1,1,5,1
73901,121049,['spade'],0,1,1,1,1,1,0
73910,121052,['tools'],1,0,0,1,1,0,0
73918,121053,[],1,0,0,1,0,0,0
73919,121054,[],1,1,0,1,1,0,0
73947,121064,[],1,1,1,1,1,1,1
73948,121065,[],1,2,0,1,2,0,1
73952,121067,[],1,1,1,1,1,1,1
73955,121068,['structural'],1,0,1,1,0,2,1
73963,121072,[],1,0,1,1,0,1,1
73969,121073,['saber'],1,0,1,1,0,2,0
73970,121074,['chcuck'],0,1,1,1,1,1,0
73973,121074,[],1,2,0,1,2,0,0
73976,121075,"['both', 'side', 'stop', 'water']",0,0,1,1,1,3,0
73978,121075,['shutoff'],1,0,0,1,1,0,0
73982,121075,"['water', 'shut', 'off']",0,0,1,1,0,3,0
73992,121078,['watherproof'],0,0,2,1,0,2,0
73994,121080,"['semi-gloss', 'enamel', 'interior']",1,1,3,1,3,4,0
73999,121082,[],0,0,0,0,0,0,0
74004,121082,"['wood', 'trim']",0,1,0,1,2,0,0
74010,121085,[],1,1,1,1,1,1,0
74019,121089,[],1,1,1,1,1,1,1
74020,121089,[],1,1,0,1,1,0,1
74024,121090,[],1,1,2,1,1,2,0
74027,121090,"['in', 't']",1,1,0,1,1,2,0
74028,121090,[],1,1,1,1,1,1,0
74030,121090,['window'],1,2,0,1,3,0,0
74031,121091,[],1,0,0,1,0,0,0
74038,121094,[],1,1,2,1,1,2,1
74039,121095,[],1,1,0,1,1,0,1
74040,121096,[],1,1,0,1,1,0,0
74041,121097,"['rainbird', 'rnh']",0,2,0,1,3,1,0
74042,121097,[],1,0,1,1,0,1,0
74045,121098,['wave'],1,1,0,1,2,0,1
74054,121101,[],1,1,0,1,1,0,0
74056,121102,[],1,0,1,1,0,1,0
74060,121105,['edington'],1,1,0,1,2,0,0
74061,121105,[],1,1,1,1,1,1,1
74064,121106,['27x161/2'],1,1,0,1,1,1,0
74068,121107,[],1,2,0,1,2,0,0
74073,121108,['rolling'],1,1,0,1,1,1,1
74074,121108,['wire'],1,0,0,1,1,0,1
74076,121110,[],1,2,0,1,2,0,1
74078,121111,['stove'],0,2,1,1,2,1,0
74079,121112,[],1,1,0,1,1,0,0
74081,121113,['7cu.'],1,0,2,1,0,3,0
74083,121113,[],1,1,0,1,1,0,0
74085,121113,"['stove', 'lunch']",0,1,0,1,2,0,0
74086,121113,[],1,2,1,1,2,1,1
74087,121113,['jb605d'],1,0,0,1,0,1,1
74094,121115,"['left', 'mitered']",0,0,3,1,0,4,0
74095,121116,[],1,1,1,1,1,1,1
74100,121117,"['sku', '774-333']",1,0,0,1,1,1,0
74102,121118,[],1,0,0,1,0,0,0
74103,121118,"['40', 'gallon', 'electric']",0,2,0,1,3,1,0
74107,121118,[],0,0,0,0,0,0,0
74109,121118,['pans'],0,2,0,1,2,0,0
74111,121118,"['lines', 'to', '3/8']",0,1,1,1,1,3,0
74115,121121,['plant'],1,0,0,1,1,0,1
74117,121122,[],1,1,0,1,1,0,0
74126,121123,['light'],1,1,0,1,2,0,0
74129,121125,[],1,0,1,1,0,1,1
74132,121127,['planter'],1,0,2,1,1,2,0
74133,121128,['bath'],1,1,2,1,2,2,0
74136,121128,"['chrome/polished', '4-in']",1,1,3,1,1,5,0
74139,121129,[],1,0,3,1,0,3,1
74140,121129,[],1,0,4,1,0,5,1
74144,121130,"['3', 'inch', 'ceramic', 'wood']",1,0,1,1,1,4,0
74152,121134,"['heating', '9kw']",0,1,0,1,2,0,0
74154,121134,['stove'],1,0,0,1,1,0,1
74159,121136,"['3/4', '4x8']",1,0,0,1,0,2,1
74160,121136,"['3/4-in', 'lumber']",0,0,0,1,0,1,0
74162,121136,"['3/4x4x8', 'a/c', 'fir']",1,0,0,1,1,2,1
74163,121136,[],1,2,3,1,2,3,1
74170,121137,['stone'],0,1,0,1,1,0,0
