id,product_uid,query_root_in_attr,query_compound_in_attr,query_other_in_attr
42773,110353,1,0,0
42775,110354,1,0,0
42777,110356,0,0,0
42779,110357,0,0,0
42781,110358,0,0,0
42783,110360,0,1,0
42788,110362,1,0,1
42794,110363,0,0,0
42795,110364,0,0,1
42804,110367,0,0,0
42805,110367,0,0,0
42806,110367,0,0,0
42807,110368,0,0,0
42809,110370,0,0,0
42812,110370,0,0,0
42815,110371,0,1,0
42818,110373,1,0,1
42820,110373,1,0,0
42825,110375,1,2,1
42827,110375,1,0,1
42830,110375,1,0,1
42833,110375,1,1,0
42841,110377,0,0,0
42844,110378,0,0,0
42849,110379,0,0,1
42850,110379,0,0,1
42851,110380,0,0,0
42852,110380,0,1,1
42858,110382,1,0,2
42862,110382,0,0,1
42864,110382,0,0,2
42866,110382,0,0,0
42868,110382,0,0,0
42874,110385,0,0,0
42882,110387,0,0,0
42886,110388,1,0,0
42889,110388,1,1,0
42890,110388,1,1,0
42896,110391,0,1,0
42899,110392,0,0,0
42902,110394,0,0,0
42903,110394,0,0,0
42911,110396,1,1,1
42915,110396,1,0,1
42916,110396,1,1,1
42919,110398,0,0,0
42920,110399,1,1,0
42921,110399,1,0,1
42923,110401,1,1,0
42925,110401,1,2,0
42926,110401,0,2,0
42927,110401,1,0,3
42928,110401,1,2,2
42933,110403,1,0,1
42936,110405,0,0,0
42940,110407,1,0,1
42943,110409,1,1,0
42947,110410,1,2,0
42949,110412,0,0,0
42950,110413,0,0,0
42952,110414,1,2,4
42953,110414,1,0,1
42956,110415,1,0,0
42960,110417,0,0,0
42961,110417,0,0,0
42963,110418,0,0,0
42964,110419,0,0,0
42965,110420,0,0,0
42967,110420,0,0,1
42969,110420,1,1,1
42971,110420,1,0,0
42974,110421,1,0,0
42975,110421,0,0,0
42978,110421,1,2,3
42980,110421,0,0,0
42981,110421,1,0,0
42985,110421,1,0,0
42986,110421,0,0,1
42987,110421,0,0,1
42990,110421,1,0,0
42995,110422,0,0,0
42998,110424,0,0,0
42999,110425,0,0,0
43000,110426,0,1,0
43013,110429,0,0,0
43014,110430,1,1,1
43015,110430,1,1,1
43020,110432,1,2,0
43022,110432,1,0,0
43023,110433,0,0,0
43025,110434,0,1,0
43029,110435,1,0,1
43031,110435,1,0,1
43039,110439,0,0,0
43049,110441,0,0,0
43054,110443,1,0,0
43057,110444,0,1,0
43060,110445,1,0,1
43061,110445,0,2,0
43063,110445,1,0,1
43067,110445,0,0,0
43070,110446,1,0,1
43072,110446,1,0,0
43074,110447,0,1,0
43075,110448,0,0,1
43077,110449,0,0,0
43079,110451,1,1,0
43090,110454,0,0,0
43093,110455,0,1,0
43095,110457,0,0,0
43100,110459,0,0,0
43104,110462,0,1,1
43106,110462,1,0,0
43110,110462,1,3,0
43113,110462,1,2,1
43115,110463,1,2,0
43122,110464,1,0,2
43124,110465,0,0,0
43125,110466,0,0,0
43126,110467,0,0,0
43130,110469,0,0,0
43132,110470,1,0,0
43133,110470,1,1,0
43134,110470,1,0,0
43136,110471,0,0,0
43137,110472,0,0,0
43144,110476,1,1,0
43145,110476,1,1,0
43146,110476,1,1,0
43149,110477,1,0,0
43151,110478,0,0,0
43152,110479,0,0,0
43155,110481,0,0,0
43158,110482,0,1,0
43162,110484,0,1,0
43165,110485,1,0,1
43169,110485,1,0,2
43171,110485,1,0,0
43174,110485,1,0,1
43177,110486,1,1,0
43178,110486,0,2,0
43179,110486,1,1,0
43181,110486,1,0,0
43182,110486,1,0,0
43191,110488,0,0,0
43195,110489,1,0,0
43197,110490,1,0,2
43198,110490,1,0,0
43204,110491,0,0,0
43206,110492,0,0,0
43210,110494,0,1,0
43217,110496,0,0,0
43219,110496,0,0,0
43223,110496,0,0,0
43224,110497,0,1,0
43225,110497,0,2,0
43226,110497,1,1,1
43227,110497,1,1,1
43229,110497,1,1,0
43235,110497,1,1,0
43236,110498,0,0,0
43239,110498,1,0,0
43246,110500,0,0,0
43249,110501,1,2,0
43251,110502,0,0,0
43253,110503,1,0,0
43255,110504,0,0,0
43258,110505,0,1,0
43263,110507,0,1,0
43266,110508,0,0,0
43268,110509,0,1,0
43274,110509,0,2,0
43278,110509,0,1,1
43282,110509,1,1,0
43283,110509,1,1,0
43285,110510,0,0,0
43289,110513,1,0,1
43291,110513,1,1,1
43293,110514,1,2,3
43296,110515,0,1,0
43304,110517,1,0,1
43306,110519,0,0,0
43308,110520,0,1,0
43309,110520,0,0,2
43310,110521,0,0,0
43311,110521,0,0,0
43316,110522,0,0,0
43317,110523,0,1,0
43321,110525,1,0,1
43323,110526,1,2,0
43328,110528,1,0,0
43329,110528,1,0,1
43334,110529,0,0,0
43336,110530,0,2,0
43339,110530,1,0,0
43344,110532,0,0,2
43345,110532,0,0,0
43346,110532,0,0,0
43347,110532,0,0,0
43348,110533,1,0,1
43350,110533,0,0,0
43351,110534,1,1,1
43354,110535,1,0,0
43355,110535,1,1,0
43360,110536,1,2,0
43364,110538,0,1,0
43368,110539,0,0,0
43370,110541,1,0,2
43373,110541,1,0,2
43375,110541,0,1,2
43377,110542,1,0,1
43379,110543,0,2,0
43380,110543,0,1,0
43381,110543,0,1,1
43390,110548,1,0,0
43392,110548,0,1,0
43395,110549,0,0,0
43402,110554,1,0,1
43403,110554,1,0,2
43404,110554,1,0,0
43406,110554,1,1,0
43412,110556,0,0,0
43416,110559,1,2,1
43423,110561,1,0,0
43424,110561,0,1,0
43428,110563,1,1,0
43436,110564,0,1,0
43437,110565,1,0,0
43438,110565,0,2,0
43440,110566,0,0,0
43445,110569,1,1,1
43447,110569,1,0,1
43452,110570,0,0,1
43454,110570,1,0,0
43465,110572,1,1,1
43466,110572,1,2,0
43468,110573,0,0,0
43476,110573,0,0,0
43477,110573,0,0,0
43479,110573,0,1,1
43481,110573,1,0,1
43485,110573,1,0,0
43490,110574,0,1,1
43493,110574,0,0,0
43498,110576,1,1,0
43502,110577,0,0,0
43504,110577,0,1,1
43507,110578,0,0,0
43508,110579,0,0,0
43509,110580,0,0,0
43510,110580,0,0,0
43515,110584,0,0,0
43521,110586,0,0,1
43522,110586,0,1,0
43523,110587,0,0,0
43526,110588,1,0,0
43529,110590,0,0,0
43534,110591,0,1,0
43535,110591,1,1,0
43536,110592,0,0,0
43537,110592,0,0,0
43538,110593,0,0,0
43541,110596,0,0,0
43544,110599,0,0,0
43547,110600,1,1,1
43548,110600,0,0,3
43553,110604,1,0,0
43555,110605,0,0,0
43560,110606,1,0,0
43561,110606,1,0,0
43564,110608,0,0,0
43569,110610,0,0,0
43575,110613,0,0,0
43576,110614,1,0,2
43577,110614,0,0,1
43579,110614,0,0,2
43580,110614,1,0,0
43582,110615,0,0,0
43583,110616,0,0,0
43592,110623,0,0,0
43594,110624,1,0,2
43599,110625,0,0,0
43600,110626,0,2,0
43601,110626,0,1,0
43604,110626,1,1,1
43606,110626,0,1,0
43609,110626,1,0,1
43614,110627,0,0,0
43618,110630,0,0,0
43620,110631,1,0,1
43622,110632,0,0,0
43627,110634,0,2,0
43628,110635,0,2,0
43634,110637,1,1,1
43639,110638,1,0,0
43640,110638,1,1,0
43644,110640,1,1,0
43647,110640,1,0,1
43656,110642,0,0,0
43657,110643,1,1,1
43661,110643,0,0,0
43667,110646,1,0,0
43668,110646,1,0,0
43675,110648,0,0,0
43678,110649,1,2,0
43682,110651,1,1,0
43684,110651,1,1,3
43694,110651,1,0,2
43696,110651,1,0,4
43701,110652,1,0,1
43703,110653,1,2,0
43704,110654,0,0,0
43705,110655,0,0,0
43708,110656,0,0,0
43712,110657,1,0,1
43713,110657,0,0,1
43715,110657,0,1,2
43717,110659,0,1,1
43719,110659,0,1,0
43720,110659,0,1,1
43729,110662,0,1,4
43734,110665,0,0,0
43738,110667,1,1,0
43739,110667,0,0,0
43742,110667,1,1,1
43744,110668,0,0,0
43746,110668,0,0,0
43747,110669,0,0,0
43754,110672,1,0,0
43757,110673,0,1,0
43763,110676,1,1,0
43768,110679,1,0,0
43770,110680,0,0,0
43773,110681,0,3,0
43777,110681,1,2,1
43778,110681,1,2,0
43779,110681,1,2,1
43781,110681,1,0,0
43784,110682,0,0,1
43785,110682,0,0,1
43789,110685,1,0,0
43796,110686,1,1,1
43798,110687,0,0,0
43800,110688,1,0,3
43807,110688,1,0,0
43808,110688,1,1,0
43810,110688,1,0,2
43815,110690,0,0,1
43816,110690,0,1,0
43817,110690,1,0,0
43829,110695,1,0,2
43834,110697,0,0,0
43835,110698,0,0,0
43839,110700,1,0,1
43840,110700,1,1,0
43841,110701,0,0,0
43847,110702,0,0,0
43849,110703,1,0,0
43852,110704,0,0,0
43856,110705,0,4,0
43860,110706,1,1,0
43866,110708,1,2,0
43867,110708,0,0,1
43871,110708,0,0,3
43874,110709,1,0,4
43878,110709,0,0,1
43885,110709,0,0,0
43888,110709,0,0,0
43895,110713,0,0,0
43898,110715,0,0,0
43901,110715,0,0,0
43902,110715,0,0,0
43903,110716,0,0,0
43908,110720,0,0,0
43910,110721,0,0,0
43912,110722,1,1,0
43917,110724,0,2,0
43933,110728,0,0,0
43935,110729,0,0,0
43936,110729,0,0,0
43945,110731,1,0,0
43947,110731,0,1,1
43950,110733,0,0,0
43951,110734,0,0,1
43952,110734,0,0,1
43953,110734,0,0,0
43956,110736,0,1,0
43958,110736,0,0,0
43965,110738,0,2,0
43966,110738,0,0,1
43968,110738,1,0,0
43971,110738,1,0,0
43972,110738,1,1,0
43977,110740,1,0,2
43979,110740,0,1,1
43984,110741,0,2,0
43986,110743,0,0,0
43987,110744,0,0,0
43993,110744,0,1,0
43994,110744,0,0,0
43996,110744,0,0,0
43998,110745,0,0,0
44005,110746,0,2,0
44006,110746,1,2,0
44010,110746,1,2,0
44012,110747,0,0,0
44014,110747,0,0,0
44015,110748,0,0,1
44017,110748,0,0,1
44019,110749,0,0,0
44021,110750,0,0,0
44022,110750,0,0,0
44025,110750,0,0,0
44026,110751,0,0,0
44028,110752,0,0,0
44029,110753,0,0,0
44032,110755,0,0,0
44033,110755,0,0,0
44034,110755,0,0,0
44035,110756,1,3,0
44036,110756,0,1,0
44037,110756,1,3,0
44038,110756,1,1,0
44039,110757,0,0,0
44040,110758,0,0,0
44043,110759,1,1,0
44046,110761,0,0,0
44047,110762,1,1,1
44052,110764,1,1,1
44053,110764,1,0,1
44055,110765,0,0,1
44060,110767,1,0,0
44068,110769,1,2,0
44072,110771,0,0,0
44074,110771,1,2,1
44079,110773,1,1,0
44080,110774,0,0,0
44082,110775,0,2,0
44085,110777,0,0,0
44088,110778,0,0,1
44089,110778,0,0,0
44092,110780,0,0,0
44097,110782,0,0,0
44098,110783,0,0,0
44100,110784,0,0,1
44102,110785,0,0,0
44103,110785,0,0,0
44104,110786,0,0,0
44110,110790,0,0,0
44111,110790,0,0,0
44112,110790,0,0,0
44116,110792,0,0,1
44119,110793,1,2,0
44120,110793,1,0,0
44122,110794,0,0,0
44126,110795,0,2,0
44127,110796,1,1,2
44128,110796,0,2,0
44132,110796,1,1,2
44133,110796,1,1,0
44134,110796,1,1,0
44139,110798,1,1,0
44141,110798,1,0,1
44143,110799,0,0,0
44146,110802,0,0,0
44148,110803,0,1,1
44149,110803,1,0,1
44150,110804,0,0,0
44153,110805,1,0,0
44155,110805,1,0,0
44157,110805,1,1,0
44161,110806,0,0,0
44166,110808,0,0,0
44171,110810,0,0,0
44173,110811,0,0,2
44174,110811,1,0,0
44179,110813,0,0,0
44180,110813,0,0,0
44184,110814,0,0,0
44185,110814,0,0,0
44186,110814,0,0,1
44193,110815,1,0,0
44205,110821,1,1,1
44212,110822,1,2,1
44215,110823,0,2,0
44219,110824,1,1,0
44221,110825,0,0,0
44229,110829,1,2,0
44234,110829,0,1,0
44239,110829,0,3,0
44241,110829,1,0,1
44247,110830,1,0,0
44250,110830,0,1,0
44251,110831,0,0,0
44254,110833,0,0,0
44259,110835,0,2,0
44260,110835,0,2,0
44261,110835,1,2,0
44264,110837,0,0,0
44267,110839,0,0,0
44268,110839,0,0,0
44269,110840,0,0,0
44273,110842,1,1,1
44274,110842,1,1,0
44275,110842,1,0,1
44277,110842,1,1,1
44279,110844,0,0,0
44285,110846,1,0,0
44288,110846,1,2,0
44302,110851,1,1,0
44309,110853,0,0,0
44312,110854,1,0,0
44314,110855,0,1,1
44318,110856,0,2,1
44321,110858,1,2,0
44323,110858,1,1,0
44325,110858,1,0,0
44328,110858,0,0,0
44330,110858,1,0,1
44331,110859,0,0,0
44332,110860,0,0,0
44336,110861,0,0,2
44337,110861,0,0,1
44338,110861,1,0,2
44341,110861,1,1,2
44345,110862,0,1,1
44349,110862,1,1,0
44355,110863,0,0,0
44356,110864,0,0,0
44357,110865,0,0,0
44364,110866,1,0,0
44365,110867,0,0,0
44372,110869,1,1,0
44373,110869,1,2,0
44375,110870,0,0,0
44379,110873,0,1,0
44380,110874,0,2,0
44381,110874,1,1,0
44390,110879,1,1,0
44394,110881,0,0,0
44396,110882,1,0,2
44398,110882,1,0,2
44401,110883,0,1,1
44405,110884,0,0,1
44406,110884,1,0,1
44410,110885,1,1,0
44412,110885,0,0,0
44418,110887,1,0,3
44420,110887,0,4,1
44423,110888,1,0,2
44424,110888,0,2,0
44425,110888,0,2,0
44426,110888,1,1,2
44428,110888,1,0,0
44433,110888,1,2,0
44434,110888,1,0,0
44437,110888,0,0,2
44438,110888,1,1,0
44439,110889,0,0,0
44441,110891,0,0,0
44446,110893,0,0,0
44447,110894,0,0,0
44449,110895,1,1,0
44450,110895,1,1,0
44453,110897,0,0,1
44454,110897,0,0,0
44457,110897,1,0,1
44464,110898,1,1,0
44466,110899,0,0,1
44470,110899,1,0,0
44471,110899,1,0,0
44476,110900,1,0,0
44483,110902,1,1,0
44487,110902,1,0,2
44489,110903,0,1,1
44494,110903,0,0,0
44495,110904,1,0,2
44497,110904,1,0,0
44502,110906,0,0,0
44503,110906,0,0,0
44505,110907,0,1,0
44508,110908,1,0,1
44509,110908,1,1,0
44513,110910,1,1,2
44519,110913,0,0,0
44520,110914,0,0,0
44522,110916,1,0,0
44524,110916,1,1,0
44525,110916,1,1,1
44532,110917,1,0,0
44537,110919,1,3,0
44538,110919,1,2,0
44542,110921,0,0,0
44544,110922,1,2,1
44550,110925,1,0,0
44551,110926,0,0,0
44553,110928,1,0,1
44554,110928,0,1,0
44555,110928,1,1,0
44559,110929,0,0,0
44564,110931,1,1,0
44567,110931,0,2,0
44569,110931,1,1,0
44570,110932,1,0,1
44571,110932,1,2,0
44572,110932,1,1,1
44579,110932,1,0,2
44580,110932,1,1,1
44582,110932,1,0,1
44583,110933,0,0,0
44586,110934,1,1,1
44587,110935,0,1,0
44588,110935,0,1,0
44600,110939,0,0,0
44601,110940,0,0,0
44603,110941,1,0,1
44604,110941,1,2,1
44605,110941,1,3,0
44606,110941,1,2,1
44609,110942,0,0,2
44612,110942,1,0,0
44613,110943,1,3,0
44616,110943,1,2,1
44617,110944,1,0,0
44618,110944,1,1,2
44630,110951,0,0,0
44632,110952,1,0,1
44633,110952,1,1,0
44635,110953,0,0,0
44637,110954,0,0,0
44640,110955,1,1,0
44644,110957,0,0,0
44646,110959,0,0,0
44649,110961,0,0,0
44651,110962,0,0,0
44652,110963,1,1,1
44656,110964,0,0,0
44657,110965,0,0,0
44661,110967,1,0,1
44663,110967,1,0,2
44666,110967,1,0,1
44667,110968,0,0,0
44668,110969,0,1,0
44669,110969,0,1,0
44678,110972,0,0,0
44679,110973,0,0,0
44680,110974,0,0,0
44685,110977,1,1,1
44687,110977,1,1,0
44689,110978,1,0,0
44690,110978,1,0,3
44691,110979,0,1,1
44701,110981,1,0,1
44704,110983,0,1,0
44709,110984,1,1,1
44716,110986,0,2,0
44720,110986,1,0,0
44727,110987,0,0,0
44736,110988,0,0,1
44738,110989,1,1,1
44744,110990,0,0,0
44748,110993,0,0,0
44753,110994,1,1,0
44754,110994,0,0,0
44755,110994,1,1,0
44760,110996,0,0,0
44766,110998,0,0,0
44767,110998,0,0,0
44771,111000,0,0,0
44773,111001,0,0,1
44781,111002,0,0,0
44782,111002,0,0,0
44785,111003,1,1,0
44793,111005,0,0,0
44794,111005,0,2,0
44795,111005,1,0,0
44797,111006,0,0,0
44805,111009,1,0,1
44807,111009,1,1,0
44809,111009,0,0,1
44823,111011,1,1,0
44826,111013,1,1,1
44829,111013,1,2,0
44835,111013,1,1,0
44839,111014,1,1,0
44846,111018,0,0,0
44847,111018,0,0,0
44853,111020,0,2,0
44860,111020,0,2,1
44861,111021,0,0,0
44864,111021,0,0,0
44868,111022,1,0,1
44869,111022,0,0,0
44871,111023,1,1,0
44874,111024,0,0,0
44876,111025,0,0,0
44877,111026,1,0,0
44879,111026,0,0,0
44880,111026,0,0,0
44881,111026,0,0,0
44883,111026,0,0,0
44884,111026,0,0,0
44889,111027,0,0,0
44890,111028,0,0,2
44891,111028,1,1,0
44899,111031,1,1,0
44901,111031,1,2,0
44904,111032,0,1,0
44906,111032,1,0,1
44908,111032,1,1,0
44912,111033,0,1,0
44919,111035,0,0,0
44929,111038,0,0,0
44930,111039,0,0,0
44933,111040,1,1,0
44934,111040,0,0,1
44940,111044,0,0,0
44942,111045,1,0,0
44943,111045,0,1,0
44945,111045,1,0,0
44946,111046,1,1,0
44949,111046,1,1,0
44950,111047,0,0,0
44954,111048,1,1,0
44956,111049,0,0,0
44957,111050,1,2,0
44958,111050,1,0,1
44959,111050,1,1,0
44960,111051,0,0,0
44965,111055,0,0,0
44966,111056,0,0,0
44967,111057,1,1,0
44969,111057,1,1,0
44970,111057,0,0,0
44975,111057,1,2,0
44976,111057,1,1,0
44979,111058,1,0,0
44980,111058,1,0,1
44982,111059,1,1,3
44986,111059,1,3,0
44988,111059,1,2,0
44994,111059,1,1,0
44995,111059,1,1,0
44999,111059,1,1,3
45005,111061,0,0,0
45007,111061,0,0,0
45008,111062,0,1,0
45018,111063,1,1,2
45025,111065,1,1,1
45026,111065,1,0,3
45034,111071,0,0,0
45036,111072,1,0,0
45037,111072,0,0,1
45043,111072,1,0,0
45051,111074,0,0,0
45058,111075,0,0,0
45060,111077,0,0,0
45063,111079,1,1,1
45067,111079,1,1,0
45068,111079,1,1,1
45073,111080,1,0,0
45076,111080,1,1,0
45081,111083,0,0,0
45083,111083,0,0,0
45085,111084,0,1,0
45086,111084,0,1,0
45091,111086,1,0,1
45092,111086,0,1,0
45096,111087,0,0,0
45097,111088,0,0,0
45102,111092,0,0,0
45105,111094,0,0,0
45107,111095,0,0,0
45108,111095,1,0,0
45112,111097,1,0,0
45113,111097,0,0,1
45115,111097,1,0,0
45116,111097,1,0,2
45119,111098,1,1,0
45124,111101,0,1,1
45132,111105,1,0,0
45134,111105,0,1,2
45153,111110,0,1,1
45155,111110,0,2,0
45160,111110,0,0,1
45163,111110,0,1,0
45165,111111,1,2,0
45166,111111,1,1,1
45171,111115,0,0,0
45174,111116,1,0,1
45180,111117,1,0,1
45181,111117,1,0,1
45182,111118,0,1,2
45185,111118,1,1,0
45188,111118,0,0,0
45193,111118,0,1,1
45195,111119,0,0,0
45199,111121,0,1,1
45202,111121,1,2,0
45209,111125,0,0,1
45210,111125,0,1,0
45214,111128,0,1,1
45215,111128,0,0,0
45217,111129,0,0,0
45218,111130,1,1,0
45224,111130,0,0,2
45227,111130,0,0,1
45237,111130,1,1,0
45239,111130,0,1,0
45241,111130,1,1,0
45244,111132,0,0,0
45246,111133,0,0,5
45248,111134,0,0,0
45252,111135,0,0,0
45254,111135,1,0,0
45258,111135,1,0,1
45259,111135,1,0,2
45265,111137,0,0,0
45267,111138,0,0,0
45271,111138,0,3,0
45273,111138,1,0,1
45278,111142,0,0,1
45279,111143,0,0,0
45281,111145,0,0,1
45291,111149,1,2,1
45292,111149,1,0,1
45295,111149,0,2,2
45299,111149,1,1,2
45301,111151,0,0,0
45302,111152,0,2,1
45303,111152,0,1,0
45306,111152,0,2,1
45310,111152,1,0,0
45318,111152,0,1,0
45320,111153,0,0,0
45323,111155,0,0,0
45330,111157,1,0,0
45334,111157,0,0,3
45339,111159,0,0,0
45341,111161,0,0,0
45344,111164,0,0,0
45347,111167,0,0,0
45348,111168,0,0,0
45349,111169,0,0,0
45356,111172,1,0,2
45359,111175,1,1,0
45361,111175,1,1,1
45364,111176,0,1,0
45367,111178,1,2,0
45368,111178,1,0,2
45374,111180,1,0,0
45377,111181,1,2,1
45378,111181,1,0,0
45379,111181,0,0,1
45383,111181,1,2,0
45387,111181,0,0,0
45392,111184,1,1,0
45395,111184,0,1,3
45397,111185,0,0,1
45400,111186,1,1,1
45403,111187,0,0,0
45405,111188,0,0,0
45411,111189,0,1,1
45413,111189,0,0,0
45414,111189,1,0,0
45418,111191,0,0,0
45420,111192,1,1,0
45421,111193,0,0,0
45428,111194,0,0,0
45429,111194,0,0,0
45433,111194,0,0,1
45435,111195,0,0,0
45437,111196,1,0,2
45453,111204,0,0,0
45455,111206,0,0,0
45456,111207,0,0,0
45459,111208,0,0,0
45461,111208,0,0,0
45462,111208,0,0,0
45464,111208,0,1,0
45466,111209,0,0,0
45468,111209,0,1,0
45469,111209,0,1,0
45470,111209,1,1,0
45471,111209,0,1,0
45472,111209,0,0,0
45474,111209,0,0,0
45481,111210,0,1,2
45485,111213,0,0,0
45490,111215,1,1,1
45491,111215,1,0,1
45492,111215,1,1,1
45495,111215,1,1,0
45496,111215,1,1,1
45499,111215,1,0,0
45500,111215,1,1,0
45507,111217,0,0,0
45508,111218,1,1,1
45510,111218,1,0,1
45513,111219,0,1,0
45515,111219,0,1,0
45516,111219,0,0,1
45517,111219,0,0,0
45518,111219,0,0,0
45526,111222,0,0,0
45529,111222,0,0,0
45538,111226,1,0,0
45540,111226,1,1,0
45541,111227,0,0,0
45548,111228,1,2,0
45549,111229,0,0,0
45550,111230,0,0,0
45551,111230,0,0,0
45552,111230,0,0,0
45553,111231,0,0,0
45556,111232,0,0,0
45559,111233,0,1,1
45560,111233,1,0,0
45562,111234,1,1,1
45563,111234,0,0,0
45564,111235,0,1,0
45571,111236,1,0,1
45574,111236,1,1,0
45575,111236,1,1,0
45577,111237,1,1,1
45582,111237,1,1,1
45584,111237,1,0,2
45586,111237,1,1,0
45590,111238,0,0,0
45591,111239,0,0,0
45594,111241,0,0,0
45595,111241,0,0,0
45597,111241,0,0,0
45598,111242,0,0,0
45600,111244,0,0,0
45602,111244,1,0,2
45603,111244,1,1,0
45604,111244,1,0,0
45606,111244,1,0,0
45610,111245,1,0,2
45611,111245,1,1,0
45612,111245,0,0,1
45616,111247,1,1,1
45624,111249,0,0,0
45626,111251,0,0,1
45627,111251,1,0,1
45631,111251,1,1,0
45637,111252,0,0,0
45640,111253,1,1,0
45641,111253,1,0,1
45645,111254,0,1,0
45647,111255,0,0,0
45653,111257,1,1,0
45655,111259,0,0,0
45657,111260,0,0,0
45662,111260,0,1,0
45667,111265,0,0,0
45668,111265,0,0,0
45670,111266,1,2,0
45672,111267,0,2,0
45673,111267,0,2,0
45674,111267,1,0,2
45679,111269,0,1,2
45681,111270,0,0,0
45682,111271,0,2,0
45686,111272,1,0,0
45687,111272,0,1,1
45689,111272,1,1,0
45691,111272,1,1,0
45692,111272,0,1,0
45698,111272,0,0,0
45709,111276,0,0,0
45716,111281,1,0,1
45718,111281,0,1,0
45720,111283,1,1,1
45722,111283,1,0,1
45723,111283,1,1,1
45725,111283,1,0,2
45728,111284,0,0,0
45729,111285,0,0,1
45736,111286,1,0,2
45737,111286,0,0,3
45740,111288,1,0,0
45741,111288,0,1,0
45757,111293,0,2,0
45760,111293,0,1,1
45763,111293,1,0,1
45772,111295,1,2,0
45774,111296,1,0,1
45780,111298,0,0,0
45782,111299,1,1,0
45785,111300,1,0,0
45786,111300,1,0,0
45790,111301,1,2,4
45791,111301,1,0,2
45792,111301,1,0,1
45793,111301,1,0,4
45796,111302,1,1,1
45798,111303,0,0,0
45800,111303,0,0,4
45807,111308,0,0,1
45809,111308,0,1,0
45810,111309,0,0,0
45815,111311,0,0,0
45820,111311,0,1,1
45823,111312,0,0,0
45825,111313,0,1,0
45826,111313,1,0,0
45827,111313,1,1,0
45830,111315,0,0,0
45832,111316,1,1,1
45835,111317,0,0,1
45837,111317,0,1,2
45839,111317,0,1,1
45840,111317,1,0,1
45841,111318,1,1,1
45842,111318,1,1,1
45845,111318,1,2,0
45850,111320,1,1,1
45852,111321,0,2,0
45854,111321,0,3,0
45855,111321,0,2,0
45860,111322,1,1,0
45861,111323,1,1,0
45866,111324,0,1,2
45869,111326,1,0,1
45872,111327,0,0,0
45875,111328,1,1,0
45876,111329,0,0,0
45878,111331,0,0,1
45881,111332,0,0,0
45884,111334,0,0,0
45885,111335,0,0,0
45886,111335,0,0,0
45887,111335,0,0,0
45890,111337,1,1,1
45898,111340,1,0,1
45907,111340,1,1,0
45917,111343,0,0,0
45918,111344,1,2,2
45921,111344,0,1,0
45922,111344,0,1,0
45926,111345,0,0,0
45931,111346,0,1,0
45933,111347,1,0,1
45937,111349,1,0,0
45940,111350,1,0,1
45944,111350,1,1,0
45947,111351,0,1,0
45948,111351,1,0,0
45949,111352,0,0,0
45954,111354,0,0,3
45957,111355,1,0,0
45958,111355,1,2,0
45971,111361,0,1,0
45978,111362,1,0,1
45983,111362,1,1,2
45985,111362,1,1,0
45986,111362,1,2,0
45988,111362,1,3,1
45995,111364,1,1,0
46000,111366,0,0,0
46003,111366,0,0,0
46004,111367,0,0,0
46005,111367,0,0,0
46007,111369,0,0,0
46008,111370,0,0,0
46010,111371,0,0,0
46013,111372,1,0,0
46021,111375,1,0,2
46025,111376,1,0,1
46030,111379,0,0,0
46032,111380,0,0,0
46037,111383,0,0,1
46039,111384,1,1,0
46044,111385,1,1,0
46048,111385,1,0,1
46050,111386,0,0,0
46051,111387,1,1,4
46055,111387,1,0,4
46067,111388,1,1,0
46069,111389,0,0,0
46070,111389,0,0,0
46075,111392,0,0,0
46076,111393,1,0,1
46079,111394,1,0,1
46081,111394,1,0,1
46082,111395,0,0,0
46090,111399,1,0,1
46091,111399,1,1,3
46093,111400,1,0,1
46096,111401,1,1,0
46099,111401,1,2,3
46103,111401,0,0,0
46106,111401,1,0,1
46111,111405,0,0,0
46115,111407,0,0,1
46116,111407,0,2,0
46118,111407,1,1,1
46120,111407,0,1,0
46125,111408,1,2,0
46127,111408,1,0,0
46130,111408,1,0,0
46131,111408,1,0,0
46132,111409,0,0,0
46136,111411,0,1,0
46139,111412,0,1,0
46141,111413,0,0,0
46142,111414,0,0,0
46146,111416,0,0,0
46151,111418,0,2,1
46160,111422,1,0,1
46165,111424,0,0,2
46168,111425,0,2,0
46169,111425,0,1,0
46173,111425,1,1,0
46174,111426,0,0,0
46176,111427,0,0,0
46180,111429,1,1,1
46181,111429,1,1,1
46193,111435,0,0,0
46195,111435,1,0,1
46198,111436,0,0,0
46206,111439,0,0,0
46207,111440,0,2,0
46210,111442,0,0,0
46214,111445,1,0,1
46217,111446,1,0,0
46222,111448,0,1,0
46224,111448,1,0,1
46227,111448,0,0,0
46228,111448,0,0,0
46230,111449,0,0,0
46232,111450,0,0,0
46233,111451,0,0,0
46239,111454,0,0,0
46240,111455,0,0,0
46242,111456,0,0,0
46245,111458,1,0,1
46246,111458,1,1,0
46255,111460,1,0,3
46262,111464,1,0,1
46263,111464,1,1,0
46264,111464,0,3,0
46265,111464,1,1,0
46266,111464,1,1,1
46269,111465,1,1,3
46272,111467,0,0,0
46275,111468,2,1,0
46280,111472,0,0,1
46281,111472,0,1,1
46284,111472,1,0,0
46285,111472,1,0,0
46288,111472,1,0,0
46289,111473,1,0,0
46290,111473,1,0,0
46297,111477,0,0,0
46303,111479,0,0,1
46308,111480,0,1,0
46309,111481,0,1,0
46310,111481,1,0,1
46311,111481,1,2,0
46314,111483,1,1,0
