id,product_uid,word_in_title,word_in_description,len_of_query
71467,120135,3,1,3
71468,120135,0,0,1
71472,120136,1,1,2
71474,120138,0,1,2
71480,120139,1,4,4
71484,120142,2,2,2
71485,120142,1,2,3
71487,120142,2,1,2
71490,120144,2,0,3
71491,120145,3,3,3
71492,120146,1,2,2
71494,120147,2,3,3
71498,120148,3,3,3
71504,120150,2,1,3
71505,120151,1,1,1
71516,120153,2,2,3
71523,120157,0,1,1
71528,120158,2,2,3
71532,120159,1,1,2
71535,120160,2,2,4
71540,120163,0,1,2
71542,120163,1,1,2
71545,120164,3,1,4
71546,120164,5,4,5
71547,120164,3,2,3
71550,120164,1,0,2
71555,120165,3,2,3
71557,120165,4,4,5
71563,120168,2,3,3
71564,120168,0,1,2
71567,120169,0,1,2
71568,120169,0,0,4
71572,120170,2,2,2
71575,120172,2,2,3
71576,120172,4,4,4
71579,120174,3,3,3
71583,120176,1,1,2
71590,120178,2,1,4
71591,120179,2,2,3
71593,120180,4,4,5
71594,120180,2,2,3
71595,120180,2,2,3
71600,120180,3,3,5
71601,120180,1,2,5
71603,120180,2,2,4
71604,120180,1,1,3
71616,120186,2,2,2
71624,120189,3,3,3
71625,120190,1,2,2
71628,120191,1,1,2
71629,120191,1,2,2
71631,120193,0,2,3
71634,120195,2,3,3
71635,120195,2,2,3
71646,120196,1,2,3
71647,120197,2,3,4
71649,120199,3,3,4
71652,120199,3,3,3
71658,120202,2,2,3
71660,120204,1,2,2
71661,120204,2,2,2
71666,120206,2,2,3
71668,120206,1,1,4
71669,120207,2,2,2
71670,120208,0,2,2
71673,120209,2,2,2
71675,120210,2,2,3
71676,120211,2,1,3
71677,120212,1,1,1
71678,120212,0,0,3
71679,120212,0,0,1
71680,120212,0,0,2
71681,120212,0,0,2
71683,120213,3,1,3
71685,120215,1,2,3
71694,120219,1,1,1
71697,120221,3,3,3
71700,120222,1,3,3
71702,120222,5,5,5
71705,120222,2,3,3
71706,120222,2,3,4
71710,120225,3,3,3
71717,120228,3,2,3
71722,120230,2,2,2
71726,120233,5,6,6
71730,120235,3,2,3
71736,120236,2,2,3
71745,120241,2,1,3
71746,120241,1,1,2
71748,120241,2,3,3
71758,120243,5,5,7
71759,120244,2,2,3
71761,120246,3,2,3
71767,120249,6,6,6
71768,120249,3,2,3
71770,120250,3,3,3
71771,120250,4,3,5
71773,120250,2,2,2
71777,120251,2,2,3
71783,120251,2,2,4
71784,120252,2,0,2
71788,120253,3,3,5
71791,120254,3,3,4
71793,120255,2,2,2
71798,120256,0,2,2
71800,120256,2,1,4
71802,120258,0,0,1
71807,120259,2,0,3
71811,120261,3,3,5
71814,120263,3,2,3
71816,120265,2,2,2
71817,120266,1,0,2
71818,120266,0,0,2
71819,120266,1,1,3
71821,120266,2,1,2
71823,120267,1,1,2
71825,120269,3,3,4
71829,120271,2,1,3
71836,120275,2,2,2
71837,120276,2,2,2
71839,120276,1,1,2
71844,120278,1,1,3
71845,120279,0,2,4
71851,120281,2,2,4
71853,120282,0,0,2
71860,120282,1,1,2
71861,120283,1,1,2
71869,120287,2,1,2
71870,120288,0,0,1
71872,120289,3,3,4
71873,120289,3,3,3
71875,120290,0,2,3
71879,120293,2,2,2
71881,120295,1,4,4
71886,120297,2,2,2
71890,120298,0,0,2
71892,120299,2,1,2
71893,120300,0,1,2
71900,120302,2,2,3
71907,120302,2,2,4
71912,120303,2,1,2
71915,120306,2,2,3
71916,120307,3,1,3
71923,120311,2,2,3
71926,120313,2,2,3
71927,120314,3,3,4
71928,120314,1,1,2
71932,120315,2,2,3
71933,120316,1,1,1
71936,120317,1,1,3
71940,120318,1,1,1
71941,120319,1,1,1
71943,120321,2,2,2
71944,120322,1,1,2
71945,120323,7,5,7
71951,120326,3,3,4
71954,120327,2,2,3
71957,120327,2,3,4
71958,120327,3,3,3
71959,120327,3,3,4
71962,120328,1,0,2
71963,120329,2,2,3
71965,120330,2,2,2
71967,120331,0,1,3
71972,120334,0,2,3
71974,120335,3,1,4
71988,120339,3,4,6
71992,120339,1,2,4
71994,120340,1,1,3
71999,120343,4,3,4
72000,120343,1,1,2
72002,120344,1,2,3
72004,120345,2,2,2
72011,120349,2,2,5
72014,120350,4,4,4
72016,120351,1,1,2
72020,120352,1,1,2
72021,120353,3,0,3
72026,120357,2,2,2
72029,120359,2,2,2
72030,120359,3,3,3
72031,120360,3,3,3
72033,120360,0,0,1
72036,120362,2,2,5
72037,120362,2,2,3
72040,120363,4,4,4
72041,120363,5,5,5
72042,120364,2,1,6
72044,120365,4,4,4
72046,120366,1,1,1
72048,120366,3,3,4
72051,120366,0,1,3
72053,120366,1,1,4
72054,120366,2,2,2
72055,120366,0,0,2
72057,120366,1,1,3
72060,120367,4,7,9
72064,120367,0,0,1
72071,120368,1,1,3
72078,120369,0,1,4
72082,120371,3,2,3
72089,120373,2,3,4
72090,120373,1,2,3
72094,120374,3,3,4
72095,120374,1,1,2
72102,120377,2,2,2
72105,120379,3,3,4
72112,120380,1,2,3
72114,120380,3,5,5
72119,120383,2,2,2
72123,120385,2,2,4
72126,120385,1,2,5
72128,120385,2,1,2
72135,120390,3,4,7
72136,120391,3,2,4
72138,120392,1,1,1
72141,120393,2,2,2
72142,120393,4,3,5
72143,120393,3,2,3
72145,120395,1,1,3
72148,120397,1,0,2
72153,120399,2,1,2
72154,120399,1,1,3
72157,120400,0,0,2
72158,120401,2,2,2
72163,120404,5,1,6
72167,120405,2,2,2
72169,120407,3,3,5
72171,120408,2,2,2
72172,120409,2,1,2
72174,120410,6,4,6
72176,120412,2,2,3
72179,120412,3,4,4
72182,120413,4,4,5
72183,120414,2,2,5
72185,120415,1,1,1
72187,120416,2,2,3
72189,120417,2,2,3
72193,120418,2,3,3
72195,120418,1,1,5
72200,120419,2,2,4
72204,120419,1,2,5
72209,120422,1,1,2
72210,120423,3,1,3
72212,120424,0,0,1
72213,120424,0,1,4
72217,120425,2,2,2
72221,120427,2,2,2
72222,120428,2,1,2
72223,120428,3,2,3
72225,120429,2,1,2
72226,120429,1,1,2
72231,120430,1,3,5
72232,120430,1,1,2
72235,120431,2,3,3
72239,120433,2,2,3
72243,120435,2,2,2
72244,120435,3,3,3
72245,120436,1,1,3
72247,120436,1,1,3
72252,120438,1,3,4
72259,120442,2,2,4
72265,120444,0,1,4
72267,120446,2,0,3
72268,120447,1,2,3
72270,120448,2,2,3
72273,120449,0,0,1
72280,120454,2,1,6
72286,120457,2,2,2
72292,120462,2,2,4
72294,120462,3,3,4
72297,120462,3,3,3
72306,120466,1,2,3
72308,120466,0,1,3
72311,120468,2,4,5
72316,120469,3,3,3
72320,120471,1,1,2
72323,120471,1,2,3
72325,120471,3,3,5
72327,120471,1,2,3
72330,120473,0,0,2
72331,120474,0,2,2
72334,120474,2,2,2
72335,120475,3,3,4
72339,120477,1,1,2
72340,120477,1,2,3
72342,120478,3,3,3
72346,120480,2,1,3
72349,120480,2,2,3
72357,120482,0,2,3
72358,120482,0,0,1
72360,120482,0,0,2
72364,120483,2,4,6
72367,120483,2,2,4
72370,120483,1,1,3
72371,120483,3,4,4
72373,120483,4,4,5
72374,120483,2,2,3
72377,120486,2,1,2
72380,120488,1,1,3
72381,120488,1,1,1
72385,120490,4,4,4
72390,120492,2,2,3
72392,120493,2,2,2
72393,120494,3,2,3
72399,120497,2,2,3
72400,120497,1,1,2
72402,120497,3,3,4
72409,120498,4,3,4
72410,120498,2,3,5
72411,120499,1,1,1
72415,120500,3,4,4
72418,120500,3,2,4
72419,120500,2,1,3
72424,120502,2,2,2
72425,120503,3,3,4
72432,120504,2,2,2
72435,120507,2,0,2
72436,120508,1,1,2
72438,120510,3,2,5
72440,120510,2,0,2
72447,120514,3,2,3
72449,120516,2,2,3
72451,120516,2,2,2
72455,120518,2,2,3
72456,120519,1,1,1
72458,120520,0,2,4
72459,120520,1,3,3
72461,120520,1,2,3
72462,120521,1,2,3
72466,120523,1,1,1
72471,120525,2,2,3
72476,120527,2,1,2
72477,120527,3,2,4
72479,120528,2,2,4
72482,120529,1,1,3
72488,120530,1,1,1
72490,120531,1,2,3
72494,120533,3,2,3
72500,120537,2,3,3
72501,120538,2,2,2
72505,120541,1,0,2
72510,120542,3,2,4
72514,120542,3,2,4
72515,120542,2,2,3
72520,120542,2,3,3
72521,120543,1,0,2
72525,120543,0,1,4
72528,120543,1,2,4
72530,120543,1,3,3
72531,120544,2,2,4
72532,120545,0,0,3
72533,120546,4,4,6
72535,120546,3,3,4
72537,120547,2,2,3
72538,120547,3,3,3
72540,120547,4,4,4
72542,120547,1,1,2
72543,120547,2,2,3
72544,120547,2,2,4
72545,120547,2,2,3
72548,120547,2,2,3
72551,120548,4,2,4
72553,120549,1,2,2
72561,120552,3,3,4
72562,120552,4,4,4
72565,120554,2,2,2
72566,120555,2,3,3
72571,120557,1,1,2
72574,120559,5,5,7
72577,120559,2,2,2
72580,120560,3,3,3
72583,120562,2,2,3
72586,120563,2,2,2
72591,120565,2,1,3
72598,120567,4,5,7
72605,120567,3,3,4
72606,120568,3,3,5
72608,120570,3,3,3
72609,120570,2,2,2
72610,120570,3,3,4
72612,120571,2,2,7
72613,120571,0,1,3
72617,120573,4,4,5
72621,120573,3,3,3
72624,120573,2,2,2
72626,120574,2,2,4
72635,120578,2,2,4
72636,120578,1,1,2
72637,120578,2,2,3
72642,120580,2,2,3
72643,120581,1,2,4
72644,120582,3,3,3
72646,120582,1,2,2
72651,120585,2,3,4
72656,120588,4,4,4
72658,120589,1,2,2
72659,120590,2,2,2
72666,120592,3,2,3
72667,120593,2,2,3
72668,120594,5,2,5
72672,120596,1,3,4
72674,120596,0,0,1
72679,120600,2,1,3
72681,120601,2,2,4
72682,120601,2,4,5
72685,120601,2,3,6
72686,120601,1,1,3
72688,120601,1,2,4
72694,120604,1,0,1
72695,120604,1,2,2
72700,120605,1,1,2
72702,120605,0,2,2
72703,120605,0,1,1
72710,120606,1,1,2
72711,120606,1,1,2
72714,120606,0,2,5
72718,120606,1,3,5
72719,120606,2,3,4
72720,120606,1,1,2
72724,120606,0,2,4
72730,120606,3,3,3
72731,120606,1,1,2
72733,120606,3,5,6
72735,120606,3,4,5
72738,120606,1,4,4
72740,120606,1,1,2
72741,120606,1,1,4
72744,120607,1,2,3
72746,120607,1,2,2
72749,120608,0,0,2
72751,120609,3,1,3
72752,120610,2,2,2
72753,120611,2,2,2
72759,120614,1,1,4
72763,120615,4,4,4
72764,120616,1,1,3
72766,120618,2,2,2
72768,120618,2,2,3
72769,120618,1,2,3
72771,120618,1,1,4
72774,120618,3,3,4
72775,120619,1,0,1
72777,120620,1,1,2
72780,120621,0,1,3
72781,120621,2,3,3
72782,120622,1,1,3
72789,120624,3,2,4
72790,120625,2,2,2
72792,120626,3,3,4
72794,120627,2,2,2
72795,120627,2,4,4
72799,120627,5,5,6
72802,120628,2,0,3
72804,120628,1,2,6
72805,120628,2,2,5
72806,120629,1,2,2
72808,120629,2,1,3
72813,120633,2,2,3
72820,120636,2,0,2
72823,120637,3,3,3
72828,120638,2,2,2
72831,120639,1,1,2
72832,120640,3,3,3
72833,120641,3,3,3
72834,120642,2,2,4
72835,120642,5,5,5
72837,120643,5,5,5
72838,120644,1,1,1
72839,120644,2,0,2
72842,120646,3,3,3
72845,120647,2,2,4
72848,120649,1,1,2
72854,120651,2,2,3
72859,120653,1,0,2
72861,120654,2,2,3
72862,120654,1,1,2
72867,120655,2,2,2
72873,120659,1,1,1
72876,120661,4,4,4
72877,120661,3,3,4
72884,120665,3,3,4
72886,120666,3,1,3
72888,120668,2,2,2
72891,120670,2,1,3
72893,120671,0,0,2
72897,120672,1,1,2
72900,120672,2,2,4
72901,120672,3,3,4
72904,120675,2,2,3
72907,120676,3,1,4
72911,120678,3,0,4
72913,120680,3,1,5
72916,120682,2,2,3
72921,120684,1,1,2
72923,120684,2,2,2
72924,120684,1,2,6
72925,120685,4,4,4
72936,120689,0,0,1
72939,120691,3,1,5
72940,120692,1,1,2
72941,120693,1,1,1
72945,120694,0,1,2
72946,120694,1,1,3
72951,120694,1,2,4
72960,120698,2,1,3
72962,120700,3,2,3
72963,120701,3,2,3
72969,120702,2,2,3
72975,120702,3,3,3
72976,120703,2,1,2
72978,120704,3,3,3
72979,120704,0,0,1
72983,120707,1,1,1
72987,120709,0,0,3
72988,120709,1,2,2
72989,120709,1,1,3
72990,120709,1,1,1
72993,120710,1,2,2
72997,120712,2,1,4
73001,120713,0,1,2
73011,120716,0,0,1
73012,120716,2,3,3
73015,120718,1,1,2
73017,120719,2,1,2
73018,120720,3,3,3
73019,120721,4,2,4
73023,120722,3,2,3
73028,120724,4,3,4
73033,120727,3,3,3
73037,120727,3,3,4
73040,120728,1,1,2
73043,120728,1,2,2
73048,120731,3,3,3
73050,120733,3,1,4
73054,120734,2,4,4
73057,120734,2,3,3
73061,120735,2,2,2
73063,120737,2,1,2
73064,120738,4,4,6
73065,120738,2,2,2
73066,120738,6,6,7
73069,120741,1,2,2
73075,120742,0,1,2
73076,120742,1,2,2
73079,120742,1,1,3
73080,120742,0,1,4
73082,120744,2,2,3
73083,120744,2,2,2
73084,120745,2,2,3
73086,120747,3,3,3
73087,120747,2,2,3
73089,120748,3,3,3
73091,120748,3,4,4
73092,120749,2,2,3
73095,120751,1,3,7
73099,120751,2,2,3
73101,120753,2,2,3
73102,120753,2,1,3
73103,120754,2,2,3
73106,120756,1,0,1
73107,120757,2,2,5
73109,120758,2,3,5
73114,120758,0,0,1
73115,120758,1,1,2
73118,120759,3,3,3
73120,120760,1,2,2
73122,120761,2,2,3
73123,120762,2,0,2
73127,120764,1,2,4
73129,120766,0,0,4
73130,120766,2,2,2
73132,120766,2,1,2
73142,120771,2,2,2
73145,120772,2,0,4
73149,120774,3,3,4
73150,120775,3,2,3
73151,120776,2,2,3
73155,120777,2,2,2
73161,120781,1,2,3
73162,120782,3,1,3
73164,120783,1,1,2
73172,120784,1,1,2
73174,120784,2,2,3
73175,120785,0,0,1
73179,120785,3,3,3
73180,120785,1,1,2
73182,120787,1,1,5
73183,120787,2,3,4
73184,120787,1,1,2
73189,120789,2,0,3
73201,120795,2,2,2
73205,120797,1,1,2
73206,120798,2,2,2
73207,120799,4,2,4
73209,120801,2,2,2
73210,120802,3,2,3
73211,120803,2,2,3
73213,120803,0,1,2
73214,120803,1,2,4
73225,120811,3,1,4
73232,120813,1,1,2
73237,120815,3,4,5
73240,120816,3,3,4
73242,120817,4,4,4
73243,120817,3,3,5
73245,120818,4,4,5
73247,120818,0,0,2
73248,120818,3,3,7
73253,120819,2,2,2
73261,120821,1,1,2
73263,120823,4,4,5
73264,120823,1,2,2
73270,120824,1,2,7
73271,120824,2,3,3
73275,120824,1,0,1
73280,120824,0,1,1
73283,120826,2,2,2
73284,120827,2,2,4
73286,120827,2,2,4
73289,120829,2,2,2
73296,120832,2,3,3
73298,120832,1,1,3
73300,120832,1,1,3
73305,120834,2,2,2
73306,120835,4,4,4
73307,120836,2,2,2
73308,120837,2,0,4
73311,120837,3,2,4
73312,120838,2,1,3
73314,120839,2,5,6
73316,120839,1,1,1
73323,120842,2,2,4
73326,120842,3,3,3
73328,120843,2,2,3
73331,120846,3,3,3
73332,120847,2,2,2
73339,120850,4,3,5
73340,120851,2,2,2
73341,120852,2,2,3
73349,120856,2,2,3
73351,120857,2,2,2
73356,120860,1,1,2
73357,120860,2,3,4
73358,120861,1,2,2
73362,120863,4,3,5
73363,120864,5,6,8
73365,120865,3,1,3
73374,120868,2,3,4
73376,120869,3,3,4
73379,120871,3,3,3
73381,120872,2,2,2
73384,120872,1,1,2
73389,120875,1,0,3
73390,120875,0,0,3
73397,120875,0,1,2
73404,120877,3,3,3
73407,120877,2,3,4
73410,120878,4,4,5
73415,120882,0,0,1
73423,120884,1,1,3
73424,120884,1,1,3
73427,120887,2,2,3
73429,120887,2,2,3
73430,120887,2,3,3
73431,120887,2,3,3
73435,120889,2,3,4
73436,120890,3,2,4
73437,120890,3,2,4
73438,120890,2,1,3
73440,120890,2,2,5
73441,120891,0,1,2
73442,120891,1,2,3
73447,120892,2,2,5
73450,120894,2,2,2
73452,120896,2,0,2
73453,120897,3,3,3
73459,120899,2,3,4
73460,120900,3,3,3
73465,120902,0,0,2
73470,120902,1,1,1
73473,120902,2,2,3
73476,120903,1,2,3
73481,120906,3,3,4
73491,120909,0,0,1
73495,120911,2,2,3
73502,120912,1,1,2
73503,120913,2,2,2
73509,120915,3,1,3
73510,120916,2,2,3
73513,120918,3,2,3
73514,120918,4,3,4
73515,120918,2,2,4
73516,120919,2,2,5
73520,120919,3,3,3
73522,120919,3,3,4
73525,120921,3,1,4
73526,120922,2,1,2
73534,120924,2,2,2
73538,120925,3,2,4
73539,120925,3,2,4
73541,120926,1,2,3
73544,120927,2,2,2
73545,120928,3,3,4
73547,120928,4,4,5
73548,120929,2,1,2
73557,120930,3,3,4
73558,120930,2,2,4
73564,120931,0,0,3
73565,120931,0,0,1
73567,120931,1,2,2
73568,120931,0,0,1
73569,120932,2,1,2
73578,120934,2,1,5
73579,120934,2,0,3
73582,120934,5,3,5
73584,120934,0,0,1
73597,120935,1,1,2
73600,120936,2,3,3
73609,120939,2,1,3
73610,120939,2,1,3
73611,120939,2,2,4
73626,120946,2,1,2
73632,120947,2,1,2
73634,120948,2,2,3
73635,120949,2,3,5
73636,120950,3,3,3
73638,120951,3,3,3
73639,120952,2,3,3
73640,120952,1,2,2
73646,120955,3,1,3
73651,120957,3,3,3
73653,120958,2,2,4
73656,120959,3,2,3
73664,120963,2,2,3
73666,120963,2,2,2
73667,120964,0,1,3
73672,120964,1,4,5
73673,120964,0,0,2
73674,120964,1,2,3
73679,120965,1,1,1
73680,120966,2,3,3
73682,120967,3,2,4
73683,120968,3,3,4
73686,120968,2,2,2
73687,120969,2,1,5
73690,120969,0,0,1
73693,120970,2,2,2
73702,120972,3,3,3
73710,120976,4,4,4
73720,120983,2,2,3
73721,120983,2,2,2
73724,120985,1,1,3
73726,120985,1,1,3
73728,120985,3,3,3
73730,120985,4,4,4
73732,120986,4,4,4
73733,120986,5,5,6
73736,120988,3,3,3
73737,120989,4,1,6
73738,120990,2,2,2
73743,120990,4,4,4
73744,120990,0,0,1
73748,120992,1,1,3
73749,120993,2,2,2
73758,120999,2,2,2
73763,121000,3,3,3
73765,121001,2,2,2
73768,121003,1,1,3
73772,121004,1,2,6
73774,121005,1,3,5
73775,121005,1,1,3
73777,121005,1,2,2
73779,121005,1,1,3
73783,121006,1,1,2
73784,121006,2,2,4
73790,121009,0,0,2
73793,121010,1,2,4
73800,121015,4,4,4
73803,121016,2,1,2
73804,121017,2,2,5
73808,121017,2,2,2
73809,121017,3,3,3
73815,121018,2,2,3
73816,121018,2,2,4
73817,121018,1,1,3
73818,121018,2,2,3
73820,121018,0,0,1
73822,121019,2,2,2
73824,121019,2,2,2
73827,121022,2,2,2
73834,121024,3,3,3
73837,121025,1,2,3
73838,121026,2,1,2
73839,121027,2,0,6
73841,121027,2,1,2
73844,121029,2,2,3
73845,121029,3,3,4
73850,121030,4,4,7
73852,121031,3,2,4
73859,121035,2,1,3
73861,121036,2,0,2
73869,121038,2,2,3
73871,121038,2,3,3
73873,121038,1,0,3
73877,121040,2,2,3
73878,121040,2,2,3
73883,121040,2,2,3
73888,121041,3,3,4
73889,121042,2,2,3
73890,121042,3,3,3
73893,121044,1,1,4
73894,121045,3,3,3
73895,121045,1,0,1
73898,121048,2,2,3
73900,121049,6,6,7
73901,121049,3,3,4
73910,121052,1,2,2
73918,121053,1,1,2
73919,121054,2,2,2
73947,121064,3,0,3
73948,121065,3,2,3
73952,121067,2,2,3
73955,121068,2,2,3
73963,121072,1,1,2
73969,121073,2,2,3
73970,121074,2,2,3
73973,121074,3,3,3
73976,121075,1,3,5
73978,121075,1,1,2
73982,121075,1,3,4
73992,121078,2,2,3
73994,121080,5,6,8
73999,121082,3,3,3
74004,121082,1,1,3
74010,121085,3,3,3
74019,121089,3,2,3
74020,121089,1,1,2
74024,121090,4,4,4
74027,121090,3,4,4
74028,121090,3,3,3
74030,121090,3,3,4
74031,121091,1,1,1
74038,121094,4,4,4
74039,121095,2,2,2
74040,121096,2,2,2
74041,121097,2,2,4
74042,121097,2,2,2
74045,121098,2,3,3
74054,121101,2,2,2
74056,121102,2,1,2
74060,121105,2,1,3
74061,121105,3,3,3
74064,121106,2,2,3
74068,121107,3,2,3
74073,121108,2,2,3
74074,121108,1,1,2
74076,121110,3,3,3
74078,121111,3,3,4
74079,121112,2,2,2
74081,121113,3,3,4
74083,121113,1,0,2
74085,121113,1,0,3
74086,121113,5,4,5
74087,121113,2,2,3
74094,121115,3,1,5
74095,121116,3,2,3
74100,121117,1,1,3
74102,121118,2,2,2
74103,121118,2,2,5
74107,121118,1,1,1
74109,121118,2,2,3
74111,121118,3,4,5
74115,121121,0,1,2
74117,121122,2,2,2
74126,121123,2,3,3
74129,121125,2,2,2
74132,121127,3,3,4
74133,121128,5,2,5
74136,121128,5,5,7
74139,121129,4,4,4
74140,121129,5,5,5
74144,121130,2,2,6
74152,121134,1,1,3
74154,121134,1,2,2
74159,121136,1,1,3
74160,121136,0,0,2
74162,121136,1,1,4
74163,121136,6,2,6
74170,121137,1,2,2
74174,121138,0,0,3
74176,121140,1,4,6
74178,121140,0,0,1
74180,121141,1,2,5
74182,121142,2,2,3
74184,121142,1,2,2
74186,121144,2,2,3
74188,121144,1,1,2
74194,121147,2,1,4
74198,121149,1,1,2
74200,121149,0,0,2
74201,121150,2,2,2
74202,121150,5,6,7
74205,121151,2,2,2
74208,121153,4,3,4
74220,121156,2,2,2
74224,121159,3,3,3
74228,121160,1,2,6
74232,121160,3,4,5
74240,121161,0,2,2
74241,121162,1,1,3
74243,121163,3,2,3
74247,121163,3,4,4
74248,121164,2,2,5
74257,121166,2,4,6
74258,121167,2,3,3
74263,121168,3,2,3
74265,121169,3,3,5
74267,121169,3,3,3
74270,121171,2,3,3
74271,121171,2,3,4
74273,121172,3,3,4
74283,121175,1,1,2
74288,121176,3,3,4
74291,121177,1,0,2
74298,121178,2,2,3
74300,121178,1,1,1
74301,121178,0,0,1
74302,121178,1,2,2
74303,121178,1,0,2
74308,121179,3,3,4
74309,121179,3,3,3
74315,121181,0,3,4
74318,121182,3,2,3
74319,121182,3,3,3
74326,121185,2,1,2
74330,121187,2,3,4
74336,121190,0,1,3
74339,121190,1,2,2
74340,121190,1,3,3
74343,121190,0,1,3
74345,121191,3,3,3
74348,121192,1,1,1
74355,121196,1,0,2
74357,121196,1,0,2
74358,121197,3,3,3
74359,121198,3,3,3
74360,121198,4,4,4
74364,121200,0,0,2
74365,121200,1,1,3
74377,121204,2,2,2
74382,121206,2,2,4
74386,121206,3,3,5
74388,121206,3,3,4
74389,121206,1,3,5
74390,121206,1,1,1
74391,121206,2,2,3
74392,121206,1,1,2
74397,121207,0,0,2
74399,121208,3,3,3
74403,121209,2,0,4
74404,121210,1,1,3
74410,121211,2,2,2
74412,121212,1,1,2
74414,121212,1,1,3
74421,121212,1,2,3
74423,121212,1,1,2
74426,121214,3,3,3
74427,121214,2,2,3
74431,121216,3,3,3
74438,121221,2,2,4
74440,121221,1,1,3
74441,121221,3,2,4
74444,121221,2,1,3
74446,121221,2,2,2
74447,121221,2,2,3
74451,121222,4,3,4
74455,121224,3,3,4
74459,121225,2,1,3
74463,121225,3,1,3
74465,121226,2,2,3
74466,121227,2,2,2
74469,121229,1,0,2
74470,121229,2,2,2
74474,121232,2,1,3
74487,121237,3,3,4
74488,121238,2,1,2
74490,121240,4,4,4
74492,121240,3,3,3
74494,121241,1,0,1
74495,121242,2,2,2
74496,121242,1,2,3
74497,121242,1,2,2
74498,121242,1,1,3
74500,121242,1,1,4
74504,121244,0,0,3
74512,121246,3,3,5
74513,121247,0,0,1
74514,121248,2,1,2
74515,121249,2,1,4
74516,121250,1,1,3
74518,121251,1,2,2
74521,121251,0,1,3
74524,121253,2,1,2
74525,121254,2,2,2
74528,121255,2,2,2
74530,121256,4,4,5
74533,121257,2,3,6
74534,121257,2,2,2
74537,121258,3,3,3
74538,121258,1,2,3
74541,121260,2,2,2
74542,121261,3,3,3
74547,121262,0,0,2
74549,121264,3,3,5
74550,121265,0,1,4
74551,121265,0,2,4
74552,121266,2,2,3
74553,121267,2,1,4
74555,121268,2,2,3
74556,121268,1,1,2
74558,121269,2,2,2
74559,121269,1,1,3
74561,121269,0,0,2
74563,121271,3,3,3
74564,121271,3,3,3
74567,121273,1,1,2
74568,121274,2,2,2
74571,121276,5,5,5
74576,121278,1,2,3
74579,121279,3,3,3
74581,121280,1,2,2
74582,121281,2,2,2
74585,121282,1,2,2
74586,121283,1,1,3
74589,121283,1,1,2
74592,121284,2,2,3
74593,121284,3,3,3
74594,121285,3,3,3
74599,121288,1,1,1
74602,121288,2,2,4
74606,121289,0,0,1
74607,121290,2,1,2
74608,121291,1,2,2
74612,121293,2,1,2
74613,121293,1,0,3
74616,121293,3,1,4
74618,121293,2,2,2
74621,121293,2,2,3
74623,121293,1,1,3
74627,121295,0,1,3
74629,121297,1,1,2
74637,121300,3,3,3
74639,121300,2,2,3
74640,121300,3,4,4
74641,121300,3,4,5
74646,121302,2,2,2
74647,121302,1,1,1
74648,121302,0,0,1
74652,121303,3,2,4
74660,121307,5,4,5
74664,121308,3,3,4
74665,121309,2,2,3
74666,121309,1,2,3
74667,121309,2,1,5
74668,121309,1,2,3
74669,121310,3,1,4
74671,121311,0,2,3
74679,121314,2,1,2
74685,121319,1,1,1
74689,121320,3,3,3
74691,121321,1,1,2
74695,121322,2,2,3
74697,121322,2,2,2
74698,121322,1,0,2
74699,121323,4,4,5
74701,121323,3,3,3
74704,121323,3,2,4
74705,121323,2,2,3
74706,121323,2,3,4
74707,121323,2,0,2
74709,121325,3,3,3
74711,121327,2,2,5
74712,121328,6,5,9
74713,121328,4,4,4
74718,121330,4,4,4
74720,121331,3,3,4
74721,121331,3,3,3
74724,121331,3,3,3
74726,121331,3,3,4
74727,121331,4,4,4
74728,121331,2,2,3
74729,121332,1,3,3
74742,121340,2,2,2
74743,121341,2,1,3
74746,121342,1,1,2
74750,121345,2,2,3
74751,121345,2,2,3
74752,121345,2,2,2
74754,121346,4,4,6
74759,121347,2,2,3
74762,121348,1,2,2
74764,121348,2,2,3
74765,121348,2,1,2
74768,121351,3,1,4
74770,121352,4,4,6
74772,121353,2,1,3
74774,121353,2,2,2
74777,121355,1,1,2
74778,121356,2,2,2
74786,121361,2,2,2
74789,121362,1,3,5
74791,121363,3,0,4
74795,121364,3,3,3
74796,121364,3,3,3
74799,121365,2,2,2
74801,121366,3,3,3
74805,121369,2,3,4
74808,121369,0,0,2
74810,121370,1,1,2
74814,121371,2,3,4
74816,121371,2,2,4
74817,121372,1,2,3
74821,121373,1,3,3
74822,121374,2,2,2
74823,121375,2,2,2
74824,121376,2,2,3
74828,121376,4,4,4
74830,121378,1,0,4
74831,121379,2,2,4
74833,121379,0,2,4
74841,121381,3,3,3
74842,121382,3,2,3
74844,121384,3,3,3
74846,121386,0,0,1
74848,121387,1,1,1
74853,121390,3,2,4
74857,121391,1,1,4
74858,121391,1,1,2
74861,121393,1,1,2
74869,121396,2,2,2
74871,121396,2,1,3
74881,121400,0,1,2
74883,121400,2,2,3
74891,121403,3,2,3
74892,121403,3,3,3
74896,121404,2,2,2
74898,121405,2,2,2
74899,121405,3,3,3
74900,121406,1,1,3
74901,121407,2,2,2
74902,121408,2,3,3
74905,121410,2,1,3
74916,121415,1,2,2
74917,121416,3,4,8
74920,121418,0,1,1
74927,121421,3,3,3
74928,121421,1,2,2
74929,121421,2,2,2
74936,121423,1,2,7
74937,121423,2,3,5
74938,121423,2,2,3
74939,121423,2,3,4
74942,121424,3,3,3
